region_id,Zoning
8a2a8a8922c7fff,6
8a2a8a8922c7fff,2
8a2a8a8922c7fff,0
8a2a8ad4a877fff,15
8a2a8a8964c7fff,0
8a2a8ac666cffff,15
8a2a8a896387fff,0
8a2a8ac6470ffff,2
8a2a8ac64ca7fff,15
8a2a8ad4a36ffff,1
8a2a8ad4a36ffff,2
8a2a8ad4a36ffff,0
8a2a8ad4b6dffff,0
8a2a8ac64b37fff,8
8a2a8ad4b357fff,0
8a2a8ac64487fff,15
8a2a8ac65cd7fff,8
8a2a8ac65cd7fff,5
8a2a8ac63aeffff,15
8a2a8ad4a557fff,15
8a2a8ac60757fff,2
8a2a8ac66507fff,15
8a2a8ac60957fff,5
8a2a8ac60957fff,8
8a2a8ac60957fff,10
8a2a8ac60c5ffff,2
8a2a8ac60c5ffff,15
8a2a8a893587fff,6
8a2a8ac60af7fff,5
8a2a8ac60d07fff,15
8a2a8ac65777fff,5
8a2a8ad59baffff,15
8a2a8ad59baffff,2
8a2a8ac63d6ffff,2
8a2a8ac64b6ffff,8
8a2a8ac64b6ffff,1
8a2a8ac64b6ffff,3
8a2a8ac64b6ffff,10
8a2a8a892557fff,0
8a2a8ad4a72ffff,15
8a2a8ad4bd27fff,2
8a2a8ac65567fff,5
8a2a8a893507fff,15
8a2a8ac6c56ffff,15
8a2a8a89340ffff,6
8a2a8ac64777fff,2
8a2a8a892857fff,0
8a2a8ac60caffff,15
8a2a8ac61cb7fff,5
8a2a8ac61cb7fff,15
8a2a8ac603affff,15
8a2a8ac64bb7fff,2
8a2a8a89274ffff,3
8a2a8ac66c77fff,15
8a2a8ac61d07fff,5
8a2a8ac6396ffff,15
8a2a8ac6222ffff,15
8a2a8ad59a9ffff,15
8a2a8ad4a8e7fff,15
8a2a8ad4a8e7fff,0
8a2a8ac65c5ffff,5
8a2a8ac6c54ffff,15
8a2a8ac630c7fff,2
8a2a8ac62ceffff,15
8a2a8a8934e7fff,6
8a2a8ac62817fff,15
8a2a8ad4b007fff,0
8a2a8ad4b4d7fff,3
8a2a8ad4b4d7fff,8
8a2a8ad4b4d7fff,2
8a2a8ac6554ffff,5
8a2a8ac60967fff,5
8a2a8ac60967fff,10
8a2a8ad59687fff,15
8a2a8ac61377fff,15
8a2a8ac60037fff,7
8a2a8ac60037fff,12
8a2a8ac60037fff,13
8a2a8ac60037fff,15
8a2a8ac6c8c7fff,7
8a2a8ac6c8c7fff,3
8a2a8ac646effff,15
8a2a8a896687fff,0
8a2a8ad4b427fff,10
8a2a8ad59607fff,15
8a2a8ad5904ffff,15
8a2a8ac60b77fff,5
8a2a8ad4e35ffff,15
8a2a8ac656e7fff,5
8a2a8ad4a627fff,15
8a2a8ad59047fff,15
8a2a8a892317fff,1
8a2a8a892317fff,8
8a2a8a892ca7fff,0
8a2a8ac64867fff,2
8a2a8ac631a7fff,2
8a2a8ac631a7fff,15
8a2a8ac63ca7fff,15
8a2a8ad4ad77fff,15
8a2a8ad4b797fff,1
8a2a8ad4b797fff,10
8a2a8a892867fff,0
8a2a8ac62c4ffff,15
8a2a8ad4b41ffff,10
8a2a8ad4b41ffff,2
8a2a8ad59057fff,15
8a2a8ad5b767fff,15
8a2a8ac65677fff,5
8a2a8ac602affff,15
8a2a8ac658f7fff,14
8a2a8ac658f7fff,1
8a2a8a892937fff,2
8a2a8a892937fff,0
8a2a8ad4b667fff,0
8a2a8ac6c027fff,15
8a2a8ad4a2affff,0
8a2a8ac6cda7fff,3
8a2a8a8934dffff,6
8a2a8ac64b07fff,8
8a2a8a892a07fff,0
8a2a8ad5b347fff,15
8a2a8ac61677fff,15
8a2a8ad4a19ffff,15
8a2a8ac64a8ffff,0
8a2a8ac64a8ffff,2
8a2a8ac64727fff,2
8a2a8ac61877fff,3
8a2a8ac60da7fff,15
8a2a8ac654a7fff,5
8a2a8ac6468ffff,15
8a2a8a896607fff,0
8a2a8ac61baffff,3
8a2a8ad4ad87fff,15
8a2a8a8967a7fff,0
8a2a8ac63a8ffff,15
8a2a8ac6502ffff,14
8a2a8ad4a29ffff,0
8a2a8ac61aaffff,3
8a2a8ac65937fff,11
8a2a8ac65937fff,1
8a2a8ac65937fff,0
8a2a8ac65da7fff,1
8a2a8ac65da7fff,2
8a2a8ac65da7fff,10
8a2a8ac60d57fff,15
8a2a8ac6cc87fff,15
8a2a8ac64637fff,15
8a2a8ac64637fff,2
8a2a8ac61227fff,15
8a2a8ad4e217fff,15
8a2a8ac6114ffff,3
8a2a8a89205ffff,1
8a2a8a89205ffff,8
8a2a8a89205ffff,10
8a2a8ac63a2ffff,15
8a2a8ac6ca2ffff,6
8a2a8ac6ca2ffff,7
8a2a8ac61cdffff,15
8a2a8ac6c9a7fff,7
8a2a8ac61a87fff,3
8a2a8ad59b87fff,15
8a2a8ac6c9b7fff,7
8a2a8ac6c9b7fff,3
8a2a8ac65d67fff,0
8a2a8ac65b1ffff,0
8a2a8ac631b7fff,15
8a2a8ac6144ffff,15
8a2a8ac65147fff,4
8a2a8a892b8ffff,0
8a2a8ac610f7fff,15
8a2a8ac6029ffff,2
8a2a8a896487fff,0
8a2a8ac66647fff,15
8a2a8ac65ac7fff,0
8a2a8ac65ac7fff,1
8a2a8a892a37fff,0
8a2a8ac61a5ffff,3
8a2a8ac61617fff,15
8a2a8ac6cd17fff,3
8a2a8ad4846ffff,0
8a2a8ac65557fff,5
8a2a8a8928dffff,1
8a2a8a8928dffff,0
8a2a8ad4a45ffff,15
8a2a8ac6395ffff,2
8a2a8ac6395ffff,15
8a2a8ac66d1ffff,15
8a2a8ac64c07fff,15
8a2a8ac64c07fff,2
8a2a8ac657b7fff,5
8a2a8ad4b1b7fff,0
8a2a8ad59a47fff,15
8a2a8ac60357fff,15
8a2a8ac66c17fff,15
8a2a8ac65037fff,14
8a2a8ac65037fff,4
8a2a8ac610a7fff,15
8a2a8ac63157fff,2
8a2a8ac63157fff,15
8a2a8ad4b647fff,0
8a2a8ac642cffff,10
8a2a8ac642cffff,0
8a2a8ac64c5ffff,15
8a2a8ac62a47fff,15
8a2a8ac66327fff,15
8a2a8ac66ceffff,15
8a2a8ac66ceffff,9
8a2a8ac6642ffff,15
8a2a8ac62b9ffff,15
8a2a8ac60767fff,15
8a2a8ac652dffff,3
8a2a8ac652dffff,2
8a2a8ad59347fff,15
8a2a8ad48657fff,2
8a2a8ac66c07fff,15
8a2a8ac6426ffff,5
8a2a8ac6426ffff,7
8a2a8ac6426ffff,0
8a2a8ac6049ffff,15
8a2a8ac65527fff,5
8a2a8a89372ffff,6
8a2a8ac61d8ffff,5
8a2a8ac6565ffff,5
8a2a8a892327fff,1
8a2a8a892327fff,8
8a2a8a89260ffff,2
8a2a8a89260ffff,3
8a2a8ad4bcaffff,1
8a2a8ad4bcaffff,2
8a2a8ad4bcaffff,10
8a2a8ac6429ffff,10
8a2a8ac663b7fff,15
8a2a8ac6c917fff,7
8a2a8a89639ffff,0
8a2a8ac65caffff,4
8a2a8ac65caffff,8
8a2a8ac65caffff,10
8a2a8ac65077fff,14
8a2a8a892617fff,3
8a2a8ad4851ffff,15
8a2a8ac6cc77fff,15
8a2a8a892cf7fff,13
8a2a8a892cf7fff,0
8a2a8a892cf7fff,10
8a2a8ac6175ffff,15
8a2a8ac63d4ffff,2
8a2a8ac60c8ffff,15
8a2a8ad48517fff,15
8a2a8ac618b7fff,3
8a2a8ac64337fff,0
8a2a8ad4bc9ffff,1
8a2a8ad4bc9ffff,2
8a2a8ad4bc9ffff,2
8a2a8ac66997fff,15
8a2a8ad4aa27fff,2
8a2a8ad4aa27fff,0
8a2a8ac6c857fff,6
8a2a8ac6c857fff,7
8a2a8ac6cbb7fff,6
8a2a8ac6cbb7fff,7
8a2a8ad4a5a7fff,15
8a2a8ad4a0d7fff,15
8a2a8ac6545ffff,5
8a2a8a893097fff,6
8a2a8a893097fff,15
8a2a8a896ad7fff,0
8a2a8a89370ffff,6
8a2a8ac61937fff,3
8a2a8ac61937fff,5
8a2a8ad4a7affff,15
8a2a8ac62877fff,15
8a2a8ad5b20ffff,15
8a2a8ac639a7fff,2
8a2a8a89221ffff,0
8a2a8ad4a7a7fff,15
8a2a8ad4bd9ffff,1
8a2a8ad4bd9ffff,2
8a2a8ac64617fff,15
8a2a8ac64617fff,2
8a2a8ad4a44ffff,15
8a2a8ad4e297fff,15
8a2a8ad4b497fff,2
8a2a8ac61187fff,3
8a2a8ac61187fff,15
8a2a8ac6210ffff,2
8a2a8ac6210ffff,15
8a2a8ad5976ffff,15
8a2a8ad4a0dffff,15
8a2a8ad4a0dffff,0
8a2a8ad4e207fff,15
8a2a8ac66a9ffff,15
8a2a8ac60b37fff,5
8a2a8ac65257fff,0
8a2a8ac65257fff,2
8a2a8ac60adffff,5
8a2a8ac63db7fff,15
8a2a8ac64267fff,7
8a2a8ac64267fff,2
8a2a8ac64267fff,0
8a2a8ac646a7fff,15
8a2a8ac6532ffff,0
8a2a8ac6079ffff,15
8a2a8ad4b437fff,10
8a2a8ad4b437fff,2
8a2a8a89278ffff,3
8a2a8ad4a787fff,15
8a2a8ac61a17fff,3
8a2a8ac60587fff,15
8a2a8ad4e2a7fff,15
8a2a8ad4e2c7fff,15
8a2a8a8928f7fff,0
8a2a8ac6ccc7fff,15
8a2a8ac6dd37fff,7
8a2a8ad596d7fff,15
8a2a8ac60257fff,15
8a2a8ad4b4cffff,10
8a2a8ac6cc9ffff,15
8a2a8ac60d2ffff,15
8a2a8ac6391ffff,2
8a2a8ac65c47fff,4
8a2a8ac65c47fff,5
8a2a8ac6630ffff,15
8a2a8ac6198ffff,3
8a2a8ad4aa77fff,2
8a2a8ad4aa77fff,1
8a2a8a89630ffff,0
8a2a8ac64c1ffff,15
8a2a8ad4a287fff,0
8a2a8a89648ffff,0
8a2a8ac6cd67fff,3
8a2a8ac61b27fff,3
8a2a8a8926b7fff,3
8a2a8a892d07fff,0
8a2a8a8929a7fff,0
8a2a8a892d5ffff,10
8a2a8a892d5ffff,2
8a2a8a892d5ffff,0
8a2a8ac621a7fff,15
8a2a8ac643affff,0
8a2a8ac6098ffff,8
8a2a8ac604effff,15
8a2a8ac63ae7fff,15
8a2a8ad4a6d7fff,2
8a2a8ac606a7fff,15
8a2a8ac61517fff,15
8a2a8ac61967fff,3
8a2a8ac66b57fff,15
8a2a8ac66b57fff,2
8a2a8ac65d6ffff,0
8a2a8ac65d6ffff,1
8a2a8ad4e607fff,15
8a2a8ad4a827fff,15
8a2a8ac6619ffff,15
8a2a8ad4e76ffff,15
8a2a8ac6218ffff,15
8a2a8ac66cd7fff,9
8a2a8ac608f7fff,5
8a2a8ac608f7fff,8
8a2a8ad4aa37fff,2
8a2a8ad4aa37fff,0
8a2a8a89201ffff,13
8a2a8a89201ffff,10
8a2a8ac60157fff,5
8a2a8ac60157fff,12
8a2a8ac60157fff,15
8a2a8ac656f7fff,5
8a2a8ad4b0a7fff,0
8a2a8ac65adffff,0
8a2a8ad5920ffff,15
8a2a8a89222ffff,0
8a2a8ac64217fff,0
8a2a8ac6148ffff,15
8a2a8ac65207fff,3
8a2a8ac65207fff,11
8a2a8ad4a427fff,15
8a2a8ac6ca67fff,6
8a2a8ac6556ffff,5
8a2a8ad4b537fff,1
8a2a8ad4b537fff,2
8a2a8ad4b537fff,2
8a2a8ad4b787fff,0
8a2a8ad4b787fff,1
8a2a8ad4acd7fff,15
8a2a8ac66587fff,15
8a2a8ac6099ffff,15
8a2a8ac6099ffff,8
8a2a8a892187fff,10
8a2a8ac662affff,15
8a2a8ad48417fff,2
8a2a8ac628dffff,15
8a2a8ac63d2ffff,2
8a2a8a892c77fff,10
8a2a8ac62937fff,15
8a2a8ad596dffff,15
8a2a8ac60597fff,15
8a2a8ac62367fff,15
8a2a8ac66957fff,15
8a2a8ac600dffff,15
8a2a8a892947fff,2
8a2a8ad4a457fff,15
8a2a8ac60417fff,15
8a2a8ad4a64ffff,15
8a2a8ad4a64ffff,0
8a2a8a892d57fff,1
8a2a8a892d57fff,2
8a2a8a892d57fff,0
8a2a8a892da7fff,1
8a2a8a892da7fff,0
8a2a8ac62207fff,15
8a2a8ac657a7fff,5
8a2a8a896597fff,11
8a2a8a896597fff,0
8a2a8ac61b77fff,3
8a2a8ac61a67fff,3
8a2a8a89350ffff,6
8a2a8a89350ffff,15
8a2a8ac618d7fff,3
8a2a8ac66d27fff,15
8a2a8ac6ca27fff,6
8a2a8ac6ca27fff,7
8a2a8ac651affff,4
8a2a8ac651affff,5
8a2a8ac61597fff,15
8a2a8ac6c0b7fff,15
8a2a8ad4b7b7fff,1
8a2a8ad4b7b7fff,10
8a2a8ac62a27fff,15
8a2a8a893777fff,6
8a2a8ac64967fff,2
8a2a8ac64967fff,2
8a2a8ac64967fff,9
8a2a8ac64967fff,0
8a2a8ac63c2ffff,2
8a2a8ac63c2ffff,15
8a2a8a8905b7fff,2
8a2a8ad59077fff,15
8a2a8ac61b97fff,3
8a2a8ad4a26ffff,1
8a2a8ad4a26ffff,9
8a2a8ad4a26ffff,2
8a2a8a896287fff,0
8a2a8ac619affff,3
8a2a8ac65407fff,5
8a2a8ac6420ffff,0
8a2a8ad4b09ffff,0
8a2a8ad5b747fff,15
8a2a8ac654effff,5
8a2a8ac61ceffff,3
8a2a8ac62257fff,15
8a2a8ac662e7fff,15
8a2a8ac62c5ffff,15
8a2a8a89358ffff,6
8a2a8ad5b2e7fff,15
8a2a8ad4a727fff,15
8a2a8ad4ab27fff,2
8a2a8ac64767fff,0
8a2a8ac64767fff,2
8a2a8ad48737fff,0
8a2a8ac61307fff,15
8a2a8ad4ab47fff,2
8a2a8ac60987fff,8
8a2a8ac639affff,2
8a2a8a8937a7fff,6
8a2a8ac6684ffff,15
8a2a8ad4a92ffff,15
8a2a8ad4ad17fff,15
8a2a8ad4bc17fff,2
8a2a8ac6caf7fff,10
8a2a8ac6caf7fff,7
8a2a8ac65d9ffff,8
8a2a8ac65d9ffff,2
8a2a8ac65d9ffff,10
8a2a8ac66d57fff,15
8a2a8ac63d77fff,2
8a2a8ac6388ffff,15
8a2a8ad4ad97fff,15
8a2a8ac6541ffff,5
8a2a8ac60607fff,2
8a2a8ad4a227fff,0
8a2a8ac63577fff,15
8a2a8ac650affff,5
8a2a8ad4b347fff,0
8a2a8ad4b347fff,8
8a2a8ad4a71ffff,15
8a2a8ad48427fff,2
8a2a8ad48427fff,15
8a2a8ac66a1ffff,15
8a2a8ad5b2f7fff,15
8a2a8a89631ffff,0
8a2a8ac656d7fff,5
8a2a8ac63b57fff,15
8a2a8a89666ffff,0
8a2a8ac6cd0ffff,3
8a2a8ac61687fff,15
8a2a8ac6212ffff,15
8a2a8ac65357fff,0
8a2a8ad4a3affff,0
8a2a8ac6172ffff,15
8a2a8ad4a1b7fff,15
8a2a8ac60177fff,5
8a2a8ac60177fff,15
8a2a8ad5b24ffff,15
8a2a8ac6310ffff,2
8a2a8ac6310ffff,15
8a2a8ac60ba7fff,5
8a2a8ac6305ffff,1
8a2a8ac6305ffff,2
8a2a8a893537fff,15
8a2a8ac6618ffff,15
8a2a8ac6cd77fff,3
8a2a8ac64d0ffff,2
8a2a8a89359ffff,6
8a2a8ac602d7fff,2
8a2a8ac602d7fff,15
8a2a8ac64c57fff,15
8a2a8ad4a30ffff,0
8a2a8ac6405ffff,0
8a2a8ad4a4d7fff,2
8a2a8ad4b8d7fff,2
8a2a8ac6650ffff,15
8a2a8ac658dffff,7
8a2a8ac658dffff,1
8a2a8ac658dffff,4
8a2a8ad4bd8ffff,1
8a2a8ad4bd8ffff,2
8a2a8a892087fff,0
8a2a8ac60c37fff,15
8a2a8ac652b7fff,5
8a2a8ad48087fff,0
8a2a8ac6031ffff,15
8a2a8a892647fff,2
8a2a8a8925a7fff,0
8a2a8ad4a297fff,0
8a2a8ac62a77fff,15
8a2a8ad4a4c7fff,15
8a2a8ad4a4c7fff,2
8a2a8ad48197fff,0
8a2a8a8937affff,6
8a2a8ac65467fff,5
8a2a8ac6454ffff,2
8a2a8ad5b36ffff,15
8a2a8ac650b7fff,5
8a2a8ac6696ffff,15
8a2a8ac6018ffff,13
8a2a8ac6018ffff,2
8a2a8ac608d7fff,5
8a2a8ad4e287fff,15
8a2a8ac629affff,15
8a2a8ac628a7fff,15
8a2a8ac60377fff,5
8a2a8ac60377fff,15
8a2a8ac65c17fff,4
8a2a8ac65c17fff,10
8a2a8ac66d5ffff,15
8a2a8ad4bdb7fff,1
8a2a8ad4bdb7fff,2
8a2a8ad4bdb7fff,0
8a2a8a892ad7fff,1
8a2a8a892ad7fff,8
8a2a8a892ad7fff,0
8a2a8a89240ffff,0
8a2a8a89240ffff,3
8a2a8ac65307fff,0
8a2a8ac60167fff,5
8a2a8ac66c6ffff,15
8a2a8ac60a1ffff,5
8a2a8ac666a7fff,15
8a2a8ac60a97fff,5
8a2a8ac63b47fff,15
8a2a8ac63a97fff,15
8a2a8ad4a927fff,15
8a2a8a896417fff,0
8a2a8ac6c327fff,10
8a2a8ac6c327fff,7
8a2a8ac6c327fff,2
8a2a8ac62907fff,15
8a2a8a896c87fff,0
8a2a8a896c87fff,8
8a2a8ac61a07fff,3
8a2a8ac62d07fff,15
8a2a8ac660affff,15
8a2a8a89369ffff,6
8a2a8a89369ffff,7
8a2a8ac6c8b7fff,3
8a2a8a8920f7fff,13
8a2a8a8920f7fff,3
8a2a8ac63acffff,15
8a2a8ad59b2ffff,2
8a2a8a892a27fff,0
8a2a8ac64d67fff,15
8a2a8ac64d67fff,2
8a2a8ad4a847fff,2
8a2a8ad4a847fff,15
8a2a8a892bb7fff,11
8a2a8a892bb7fff,0
8a2a8ac6c567fff,15
8a2a8ad4b20ffff,0
8a2a8ad4b20ffff,1
8a2a8ad4b20ffff,2
8a2a8ac6c3b7fff,3
8a2a8ac6591ffff,11
8a2a8ac6591ffff,1
8a2a8ac6591ffff,0
8a2a8ad4b18ffff,0
8a2a8ac62b47fff,15
8a2a8a892127fff,0
8a2a8ac61167fff,3
8a2a8ac63927fff,2
8a2a8ac64537fff,15
8a2a8ad4b8affff,2
8a2a8ac6442ffff,15
8a2a8ac6442ffff,2
8a2a8ad4a127fff,15
8a2a8ad4a127fff,0
8a2a8ac623affff,15
8a2a8ad4e2dffff,15
8a2a8ac61a2ffff,3
8a2a8ad48557fff,2
8a2a8ad48557fff,15
8a2a8a892c17fff,13
8a2a8a892c17fff,0
8a2a8a892c17fff,10
8a2a8ac60847fff,5
8a2a8ac6056ffff,2
8a2a8ac6056ffff,15
8a2a8ac66547fff,15
8a2a8ac66547fff,9
8a2a8ad480a7fff,0
8a2a8ac604cffff,15
8a2a8ac613b7fff,15
8a2a8ac65a9ffff,0
8a2a8ac6475ffff,2
8a2a8ad486a7fff,1
8a2a8ad4a657fff,15
8a2a8ad5921ffff,15
8a2a8ac64da7fff,15
8a2a8ac60467fff,15
8a2a8ac63907fff,2
8a2a8ac66017fff,15
8a2a8ad4a0b7fff,15
8a2a8ac616e7fff,15
8a2a8ac62b0ffff,15
8a2a8ac652f7fff,0
8a2a8ac652f7fff,3
8a2a8ac64d4ffff,15
8a2a8ac64d4ffff,15
8a2a8ac66a17fff,15
8a2a8ac66a17fff,2
8a2a8ac60aaffff,5
8a2a8ad4859ffff,2
8a2a8ad4859ffff,15
8a2a8ac6109ffff,15
8a2a8ac661b7fff,15
8a2a8ac64187fff,15
8a2a8ad4b2b7fff,0
8a2a8ac646dffff,15
8a2a8ad59a8ffff,15
8a2a8ad59a8ffff,2
8a2a8a8930affff,15
8a2a8a8962f7fff,2
8a2a8ac649a7fff,15
8a2a8ac649a7fff,0
8a2a8ad4bc2ffff,2
8a2a8ac64d1ffff,15
8a2a8ac64d1ffff,2
8a2a8ac6132ffff,15
8a2a8ac604b7fff,15
8a2a8a8906affff,1
8a2a8ac61c47fff,3
8a2a8ad59a77fff,15
8a2a8ad484a7fff,2
8a2a8ac66437fff,15
8a2a8ad4a34ffff,1
8a2a8ad4a34ffff,2
8a2a8ad4a34ffff,2
8a2a8a892c9ffff,0
8a2a8a89239ffff,10
8a2a8a89239ffff,3
8a2a8ac649b7fff,15
8a2a8ad4bc0ffff,2
8a2a8a89269ffff,3
8a2a8ad4b78ffff,0
8a2a8ac65187fff,4
8a2a8ac65187fff,5
8a2a8ac65bb7fff,2
8a2a8ac65bb7fff,1
8a2a8ac65bb7fff,11
8a2a8ac65747fff,5
8a2a8ad4b2c7fff,1
8a2a8ad4b2c7fff,0
8a2a8ac629b7fff,15
8a2a8a8922e7fff,0
8a2a8a892707fff,3
8a2a8ac65587fff,5
8a2a8ac65587fff,0
8a2a8ac6566ffff,5
8a2a8ac60337fff,5
8a2a8ac60337fff,15
8a2a8ad4b4dffff,3
8a2a8ad4b4dffff,10
8a2a8ad4b4dffff,2
8a2a8ad5b35ffff,15
8a2a8ac63b07fff,15
8a2a8ad4b9b7fff,2
8a2a8ac6199ffff,3
8a2a8ac6cb57fff,6
8a2a8ad4848ffff,2
8a2a8ac65447fff,5
8a2a8a892297fff,7
8a2a8a892297fff,2
8a2a8a892297fff,3
8a2a8ac642b7fff,10
8a2a8ac642b7fff,0
8a2a8ac642b7fff,11
8a2a8ac6080ffff,5
8a2a8ac61397fff,15
8a2a8ac6136ffff,15
8a2a8ac63a27fff,15
8a2a8ac61d57fff,5
8a2a8ac66207fff,15
8a2a8ac66167fff,15
8a2a8a892d8ffff,0
8a2a8a892d8ffff,1
8a2a8a892d8ffff,7
8a2a8ac62adffff,15
8a2a8ad484cffff,2
8a2a8ac664cffff,15
8a2a8ac63377fff,15
8a2a8ac6146ffff,15
8a2a8ac65c57fff,4
8a2a8ac65c57fff,5
8a2a8ad5938ffff,15
8a2a8ad4a667fff,15
8a2a8ad4a667fff,0
8a2a8a8934f7fff,6
8a2a8a892a47fff,1
8a2a8ac6549ffff,5
8a2a8a8922effff,6
8a2a8a8922effff,0
8a2a8ac6181ffff,3
8a2a8ad4b7a7fff,0
8a2a8ad4b7a7fff,1
8a2a8ac63857fff,15
8a2a8a892217fff,0
8a2a8a892217fff,1
8a2a8a892217fff,10
8a2a8ac6cc4ffff,15
8a2a8ac75b6ffff,15
8a2a8ac75b47fff,15
8a2a8ac6072ffff,2
8a2a8ac6072ffff,11
8a2a8ac6072ffff,15
8a2a8a892a6ffff,1
8a2a8ac64007fff,15
8a2a8ac64007fff,8
8a2a8ac60c87fff,15
8a2a8ad4a217fff,0
8a2a8ac6010ffff,12
8a2a8ac6010ffff,15
8a2a8ac61767fff,15
8a2a8ac6430ffff,0
8a2a8ac61c77fff,3
8a2a8ac61c77fff,5
8a2a8ad4a79ffff,15
8a2a8ad4a79ffff,2
8a2a8ac64d97fff,15
8a2a8ac66357fff,15
8a2a8ac61db7fff,5
8a2a8ad4b8c7fff,2
8a2a8ac60d27fff,15
8a2a8ad4aca7fff,15
8a2a8ac64b47fff,1
8a2a8ac64b47fff,3
8a2a8ac64b47fff,10
8a2a8ac6c0affff,15
8a2a8ad486effff,2
8a2a8ad4aa87fff,0
8a2a8ad5bb5ffff,15
8a2a8ac63197fff,15
8a2a8ac6479ffff,15
8a2a8ac66ce7fff,15
8a2a8ac66ce7fff,9
8a2a8ac6084ffff,5
8a2a8ad4bcb7fff,1
8a2a8ad4bcb7fff,2
8a2a8ad4bcb7fff,2
8a2a8ac6168ffff,15
8a2a8ac61a8ffff,3
8a2a8ac61a8ffff,15
8a2a8ad4a737fff,15
8a2a8ac6024ffff,15
8a2a8a892757fff,3
8a2a8ad48457fff,0
8a2a8ad48457fff,2
8a2a8ac62a87fff,2
8a2a8ac62a87fff,15
8a2a8ac66947fff,15
8a2a8ac6534ffff,0
8a2a8ad4a5affff,15
8a2a8ad59b4ffff,15
8a2a8ad59b4ffff,2
8a2a8ad4a8c7fff,0
8a2a8ad59287fff,15
8a2a8ad4a81ffff,15
8a2a8ac61b37fff,3
8a2a8ad4b277fff,0
8a2a8ac60857fff,5
8a2a8a8924dffff,3
8a2a8ad4b04ffff,0
8a2a8ac6489ffff,15
8a2a8ac6489ffff,15
8a2a8ad5b34ffff,15
8a2a8ac65cf7fff,4
8a2a8ac65cf7fff,8
8a2a8ac65cf7fff,5
8a2a8ac66897fff,15
8a2a8ac66197fff,15
8a2a8ac66197fff,9
8a2a8ad59a5ffff,15
8a2a8ad4ac67fff,15
8a2a8a8926e7fff,2
8a2a8a8926e7fff,3
8a2a8ad4a78ffff,15
8a2a8ac62137fff,15
8a2a8ac6cd57fff,3
8a2a8ac60207fff,15
8a2a8ac64887fff,15
8a2a8ac64887fff,2
8a2a8ac64887fff,15
8a2a8ac64887fff,0
8a2a8ad5ba6ffff,15
8a2a8ad4bc57fff,2
8a2a8ac6ddb7fff,7
8a2a8ad5b247fff,15
8a2a8ac66907fff,15
8a2a8ac63b0ffff,15
8a2a8ac61697fff,15
8a2a8ac63d5ffff,2
8a2a8ac63d5ffff,15
