region_id_left,Zoning
8c2a8ac6380a5ff,15
8c2a8ad4a623bff,15
8c2a8ad59224bff,15
8c2a8ac66373dff,15
8c2a8a8926f0bff,2
8c2a8ac61230bff,15
8c2a8ad4b789dff,0
8c2a8ac60c2a3ff,15
8c2a8a892a51bff,1
8c2a8ac628507ff,15
8c2a8ac649683ff,2
8c2a8ad484639ff,0
8c2a8ac66d615ff,15
8c2a8ac66a915ff,15
8c2a8ad4ad463ff,15
8c2a8ac64348bff,2
8c2a8ac65ca3dff,8
8c2a8a89239e9ff,3
8c2a8ac65b281ff,0
8c2a8ac65ab47ff,4
8c2a8ac638611ff,15
8c2a8ac613365ff,15
8c2a8ac61695dff,15
8c2a8ac661561ff,15
8c2a8ac6049b7ff,15
8c2a8ac628aedff,15
8c2a8ac63b6a5ff,15
8c2a8ac60088bff,11
8c2a8ac61c205ff,5
8c2a8ad4a79d7ff,15
8c2a8ac6661c7ff,15
8c2a8ac6c32cdff,10
8c2a8ac6475ddff,2
8c2a8ac621233ff,15
8c2a8ad4a65d1ff,15
8c2a8ac65a6d9ff,0
8c2a8ad590557ff,15
8c2a8ac65d5a7ff,1
8c2a8ad5965b9ff,15
8c2a8ac6562d1ff,5
8c2a8ac639135ff,2
8c2a8ad59a5e3ff,15
8c2a8a89271edff,3
8c2a8ac614223ff,15
8c2a8ad5b26b1ff,15
8c2a8a8922e09ff,0
8c2a8ad5b2905ff,15
8c2a8a8964353ff,0
8c2a8ad59b81bff,15
8c2a8ac601ad7ff,13
8c2a8ad4b6709ff,0
8c2a8ac604b21ff,15
8c2a8ac629359ff,15
8c2a8ac62003dff,15
8c2a8ac661b47ff,15
8c2a8ac611a21ff,3
8c2a8ac63a6bbff,15
8c2a8ac60ba35ff,5
8c2a8ac6558a5ff,5
8c2a8ac65d255ff,0
8c2a8ad5b3335ff,15
8c2a8ac6414ddff,2
8c2a8ac600c9dff,15
8c2a8a89242b5ff,0
8c2a8ad485ad7ff,15
8c2a8ad5d2451ff,15
8c2a8ac629655ff,15
8c2a8ac651837ff,4
8c2a8ac651837ff,5
8c2a8ac61c31bff,5
8c2a8ac603519ff,15
8c2a8ad4b4967ff,2
8c2a8ac638329ff,2
8c2a8ac61401bff,15
8c2a8ac610f19ff,15
8c2a8ac63519bff,15
8c2a8ad4a9287ff,15
8c2a8ad4840edff,2
8c2a8ac644f11ff,15
8c2a8a8962309ff,0
8c2a8ac63029dff,2
8c2a8a89344abff,6
8c2a8ad4a5ad5ff,15
8c2a8ac648e9bff,2
8c2a8ac631965ff,15
8c2a8ac639757ff,2
8c2a8ac61d883ff,5
8c2a8ac639711ff,2
8c2a8ac639711ff,15
8c2a8a8922ca9ff,6
8c2a8a8922ca9ff,2
8c2a8ac655765ff,5
8c2a8ac65543bff,5
8c2a8ac623747ff,15
8c2a8ac65cdc3ff,5
8c2a8ad4aceb9ff,15
8c2a8ac658419ff,1
8c2a8ad485917ff,15
8c2a8ac6618b9ff,15
8c2a8ac65252dff,0
8c2a8ac65252dff,2
8c2a8ac63a1e9ff,15
8c2a8ac64d03dff,15
8c2a8ac6211edff,15
8c2a8ad484e33ff,2
8c2a8ac640839ff,2
8c2a8ac62d61dff,15
8c2a8a892c5e5ff,10
8c2a8ad4b20b1ff,0
8c2a8ad5936b7ff,15
8c2a8ad4b0d0dff,2
8c2a8ac660ce1ff,15
8c2a8ac66665bff,15
8c2a8ac646989ff,15
8c2a8ac648c25ff,2
8c2a8ac66900bff,15
8c2a8ac64943dff,2
8c2a8ac6674c1ff,15
8c2a8ac66ce93ff,15
8c2a8ac607497ff,2
8c2a8ac645189ff,15
8c2a8ad4a9123ff,15
8c2a8ad5b255bff,15
8c2a8ac6534b1ff,0
8c2a8ac658187ff,14
8c2a8ad5964b5ff,15
8c2a8ac64d6c7ff,15
8c2a8a8962a9dff,2
8c2a8ad4ac6d5ff,15
8c2a8ad4a40c3ff,15
8c2a8ac65b82dff,2
8c2a8ac65b82dff,4
8c2a8ac6292cdff,15
8c2a8ac643301ff,0
8c2a8ac628e9dff,15
8c2a8ac6c843bff,6
8c2a8ac63c453ff,2
8c2a8ac64b80bff,2
8c2a8ac6589b3ff,4
8c2a8ac6632ddff,15
8c2a8ac651501ff,14
8c2a8ac651501ff,4
8c2a8ac61aa11ff,3
8c2a8ad4a5011ff,15
8c2a8ac638593ff,15
8c2a8a89246c1ff,0
8c2a8a892d357ff,0
8c2a8ac62371bff,15
8c2a8ad4a82cbff,15
8c2a8ac638d2bff,15
8c2a8ad4bdae1ff,1
8c2a8ad484cedff,2
8c2a8ac60c63dff,15
8c2a8ad4b7a15ff,0
8c2a8ad4a2601ff,9
8c2a8ad4a2601ff,2
8c2a8ad4a658bff,15
8c2a8ac64472dff,2
8c2a8a892055dff,10
8c2a8ac60951bff,5
8c2a8ac617967ff,15
8c2a8ad4abab3ff,2
8c2a8ac616a11ff,15
8c2a8ac66cd8dff,9
8c2a8ac65d42dff,0
8c2a8a892784dff,3
8c2a8ac60b76dff,5
8c2a8ad5b74cdff,15
8c2a8ad4bda5dff,1
8c2a8ad4b4231ff,10
8c2a8ad4bd311ff,2
8c2a8ad4a9469ff,15
8c2a8ac60a46bff,5
8c2a8a8928013ff,0
8c2a8ac656189ff,5
8c2a8ac628431ff,15
8c2a8ac66695bff,15
8c2a8ad4b49a7ff,8
8c2a8ac64865bff,2
8c2a8ac6501d1ff,14
8c2a8ac6501d1ff,5
8c2a8ac653481ff,0
8c2a8a8937855ff,6
8c2a8ac61b749ff,3
8c2a8ad59322dff,15
8c2a8ad4b3b6bff,0
8c2a8ac628505ff,15
8c2a8ad4a10d9ff,0
8c2a8ac63d661ff,2
8c2a8a892302dff,8
8c2a8ad4a98a9ff,15
8c2a8ac6066e7ff,2
8c2a8ad4a5acbff,15
8c2a8ac63b009ff,15
8c2a8ad4b666bff,0
8c2a8a8921299ff,0
8c2a8ac635693ff,15
8c2a8a8920f07ff,13
8c2a8a8925abdff,0
8c2a8a892d801ff,1
8c2a8ac610b47ff,15
8c2a8ad4b4859ff,2
8c2a8ad5b299dff,15
8c2a8ac6099d9ff,8
8c2a8ac630001ff,2
8c2a8ac6dda51ff,7
8c2a8ac60ba09ff,5
8c2a8ad4bc8c7ff,1
8c2a8ad4bc8c7ff,10
8c2a8ac600f4dff,11
8c2a8ac620293ff,2
8c2a8ac620293ff,15
8c2a8ad4b0c07ff,2
8c2a8ac60c733ff,15
8c2a8ac656367ff,5
8c2a8ac66c8dbff,15
8c2a8ac66c8dbff,9
8c2a8ad4a7309ff,15
8c2a8ac662621ff,15
8c2a8ac639b61ff,2
8c2a8ac644ab3ff,15
8c2a8ad48530bff,15
8c2a8ad4b6a13ff,0
8c2a8ac657225ff,5
8c2a8ad5968a7ff,15
8c2a8a89255b7ff,0
8c2a8ac618019ff,3
8c2a8ac661a13ff,15
8c2a8ac640ae5ff,2
8c2a8ac62b801ff,15
8c2a8ad4b36d5ff,8
8c2a8ac6029edff,2
8c2a8ac6c5495ff,15
8c2a8ac6caeb7ff,7
8c2a8ac61833dff,3
8c2a8a8962f33ff,2
8c2a8ac662aadff,15
8c2a8ad590641ff,15
8c2a8ac6c874bff,7
8c2a8ac60765bff,15
8c2a8ac651011ff,4
8c2a8ac63b18bff,15
8c2a8ac6069adff,15
8c2a8ac61ae35ff,3
8c2a8ac61d1b3ff,5
8c2a8ac639ac9ff,2
8c2a8ac64a259ff,3
8c2a8ad4a91bbff,15
8c2a8ad4b9b6dff,2
8c2a8ac6c195dff,15
8c2a8ac6c82d9ff,7
8c2a8ac616b09ff,15
8c2a8ac61818dff,3
8c2a8ac6c96e1ff,6
8c2a8ad4a8d0dff,0
8c2a8ad4b2f3bff,0
8c2a8a892ad13ff,1
8c2a8ac614115ff,15
8c2a8ac66a5b3ff,15
8c2a8ac60d26dff,15
8c2a8a8963989ff,0
8c2a8ac635749ff,15
8c2a8ac6189d3ff,3
8c2a8ac650d55ff,5
8c2a8ac609899ff,8
8c2a8ac60a061ff,5
8c2a8ac6c172dff,15
8c2a8ac623585ff,15
8c2a8ac6c86bdff,6
8c2a8ac6678a5ff,15
8c2a8ac63a055ff,15
8c2a8ad4a5739ff,15
8c2a8a8934e69ff,6
8c2a8ad4b600bff,0
8c2a8ac620325ff,15
8c2a8ac6448e7ff,15
8c2a8ad4b8d2dff,2
8c2a8ac6114b5ff,3
8c2a8ac60a353ff,5
8c2a8ad485841ff,15
8c2a8ad5d249bff,15
8c2a8ad59b239ff,2
8c2a8ac63921dff,2
8c2a8ac6066e5ff,2
8c2a8ac629843ff,15
8c2a8ac6601c7ff,15
8c2a8ac66b153ff,15
8c2a8a8920dd3ff,3
8c2a8ac6141e3ff,15
8c2a8a892452dff,0
8c2a8ac66474bff,15
8c2a8ac65671bff,5
8c2a8ac654811ff,5
8c2a8a8934005ff,6
8c2a8ad4a6e49ff,15
8c2a8ad4acf35ff,15
8c2a8ac607103ff,2
8c2a8ac6c9815ff,7
8c2a8ac6c9815ff,3
8c2a8ad485115ff,15
8c2a8ad4ac727ff,15
8c2a8ac610e23ff,15
8c2a8ac6c3a21ff,3
8c2a8ac64230dff,0
8c2a8ad5b2f23ff,15
8c2a8a8927011ff,3
8c2a8ad4a5065ff,15
8c2a8ac61db6bff,5
8c2a8ac65c2e3ff,1
8c2a8a892820bff,0
8c2a8ac64164dff,11
8c2a8a89289c7ff,0
8c2a8ad4aadc1ff,0
8c2a8a892aa21ff,11
8c2a8a892aa21ff,0
8c2a8ad4b4ea5ff,10
8c2a8ac666083ff,15
8c2a8a8927a3dff,3
8c2a8ac6c0cd3ff,3
8c2a8a8967617ff,0
8c2a8ac652d6dff,3
8c2a8ad4bd205ff,2
8c2a8ac60555dff,15
8c2a8ac623743ff,15
8c2a8ac631839ff,15
8c2a8a8967b35ff,0
8c2a8a892dab3ff,7
8c2a8ac6c76d1ff,3
8c2a8ac63b6a1ff,15
8c2a8ac651123ff,4
8c2a8ac651123ff,5
8c2a8ad48498dff,2
8c2a8ac6c0515ff,7
8c2a8ac6c0515ff,15
8c2a8ac657707ff,5
8c2a8ac609aebff,8
8c2a8ad59b2c3ff,2
8c2a8ac610f03ff,15
8c2a8ac6155e3ff,15
8c2a8a89264e1ff,7
8c2a8a89264e1ff,2
8c2a8ad4b782bff,0
8c2a8ad484b1dff,2
8c2a8ad5b343bff,15
8c2a8ac64d433ff,15
8c2a8ac604ae3ff,15
8c2a8ac65aed7ff,1
8c2a8ac617025ff,15
8c2a8ac642f13ff,10
8c2a8ac642f13ff,0
8c2a8a89205e7ff,10
8c2a8ac645283ff,15
8c2a8ad480b19ff,0
8c2a8ac6176cbff,15
8c2a8ac65c0c7ff,4
8c2a8ac60050bff,15
8c2a8ac614e39ff,15
8c2a8ad5d2643ff,15
8c2a8ad4a9a35ff,15
8c2a8ac6532b3ff,0
8c2a8ad596c89ff,15
8c2a8ad4bc739ff,2
8c2a8ac60b1e1ff,5
8c2a8ac64048dff,0
8c2a8ad4a28a9ff,0
8c2a8ac6160cbff,15
8c2a8a892ba69ff,0
8c2a8ac649313ff,0
8c2a8ad59b5ddff,15
8c2a8ad59b5ddff,2
8c2a8ac61c613ff,3
8c2a8ad4b2641ff,0
8c2a8ac6191a1ff,3
8c2a8a8935a4bff,6
8c2a8ad4aa857ff,0
8c2a8ac65999dff,1
8c2a8a892434bff,0
8c2a8ac64293dff,10
8c2a8ad486587ff,2
8c2a8ad48505bff,15
8c2a8a8964d05ff,0
8c2a8a8920b3bff,0
8c2a8ac65ad4bff,0
8c2a8ac65ad4bff,1
8c2a8ac6cb1c1ff,6
8c2a8ac6caaa1ff,10
8c2a8a892461dff,0
8c2a8ac65d60dff,0
8c2a8ac6139ebff,15
8c2a8ac6191e3ff,3
8c2a8ac6ca711ff,6
8c2a8ad4aa81bff,0
8c2a8ac6108adff,15
8c2a8ac664f3dff,15
8c2a8ac6c9281ff,10
8c2a8ac667305ff,15
8c2a8ac6ca9b9ff,2
8c2a8ac65275bff,0
8c2a8ac61a24dff,3
8c2a8ac657207ff,5
8c2a8ad4842e9ff,2
8c2a8ac759219ff,15
8c2a8ad4e2cd1ff,15
8c2a8ac617165ff,15
8c2a8ac664355ff,15
8c2a8ad4a1a27ff,15
8c2a8ac665159ff,15
8c2a8ad4bc031ff,2
8c2a8ad59a6d3ff,15
8c2a8ac607b6bff,15
8c2a8ad4b0b09ff,0
8c2a8ac658e1bff,1
8c2a8ac640b5bff,2
8c2a8ac6502d1ff,14
8c2a8ad4a6523ff,15
8c2a8ac6658dbff,15
8c2a8ac66a8a1ff,15
8c2a8ac6190d1ff,3
8c2a8ac6608cbff,15
8c2a8ac659349ff,0
8c2a8a892d923ff,0
8c2a8ac6cd5ddff,3
8c2a8a8920845ff,0
8c2a8ac6c1089ff,15
8c2a8ac662589ff,15
8c2a8ac6485bdff,2
8c2a8ac65c9e9ff,7
8c2a8ac6618cdff,15
8c2a8ac659a93ff,11
8c2a8ac6c0e63ff,15
8c2a8ac6691a5ff,15
8c2a8ac60a549ff,5
8c2a8ac64db41ff,15
8c2a8ac62b343ff,15
8c2a8ac6470e1ff,2
8c2a8ad4ad661ff,15
8c2a8ac60d2e3ff,15
8c2a8ac63ce2dff,15
8c2a8ac65a88bff,0
8c2a8ac65a88bff,1
8c2a8ac613b3bff,15
8c2a8ac65d02dff,0
8c2a8ad4a84ddff,2
8c2a8ac66ba33ff,2
8c2a8ac600f39ff,11
8c2a8ad59b58bff,15
8c2a8ac606dd1ff,2
8c2a8ad4acdc9ff,15
8c2a8ac60b0b3ff,5
8c2a8ad4a1129ff,15
8c2a8ac60c691ff,15
8c2a8ad4a4d1bff,2
8c2a8ac603407ff,15
8c2a8ac6620ebff,15
8c2a8ac647985ff,15
8c2a8ac667147ff,15
8c2a8ac66080dff,15
8c2a8a893476dff,6
8c2a8ad4b59d5ff,2
8c2a8ad59ba8dff,15
8c2a8ac6cb483ff,6
8c2a8ac6514adff,14
8c2a8ac6514adff,4
8c2a8ad596e45ff,15
8c2a8ac640235ff,8
8c2a8ac640235ff,2
8c2a8a892a459ff,1
8c2a8ac605a17ff,15
8c2a8ac61c297ff,5
8c2a8ac643195ff,0
8c2a8a896498dff,0
8c2a8ad4a8d31ff,0
8c2a8a892d267ff,0
8c2a8ac611455ff,3
8c2a8a892014bff,10
8c2a8ac643267ff,0
8c2a8a8934b67ff,6
8c2a8ac65b323ff,1
8c2a8ac65b323ff,0
8c2a8ac657689ff,5
8c2a8ad596819ff,15
8c2a8ad4b32e5ff,0
8c2a8ac6219ddff,15
8c2a8ac618983ff,3
8c2a8ac606697ff,2
8c2a8ac64c8e3ff,15
8c2a8ad4e6cabff,15
8c2a8ac643585ff,0
8c2a8ac61cb0bff,5
8c2a8ad4849c1ff,2
8c2a8a8921819ff,10
8c2a8a8920f59ff,13
8c2a8ac664c1dff,15
8c2a8ac66aa11ff,2
8c2a8ac631953ff,15
8c2a8ad4ac0b3ff,15
8c2a8ac64b4e1ff,1
8c2a8ac64b4e1ff,10
8c2a8a892c34dff,1
8c2a8a8934933ff,6
8c2a8ad4a9329ff,15
8c2a8ac640423ff,0
8c2a8ac640423ff,8
8c2a8ac667a03ff,15
8c2a8ad4b701dff,0
8c2a8ad4b5147ff,2
8c2a8ad4a1addff,15
8c2a8a89272b1ff,3
8c2a8ad4b6ca7ff,0
8c2a8ad4bd569ff,2
8c2a8ac60a8b1ff,5
8c2a8ac65c685ff,4
8c2a8a892ad37ff,1
8c2a8a892ad37ff,8
8c2a8ac63b5e7ff,15
8c2a8ac66595dff,15
8c2a8ad4b732bff,0
8c2a8ad4a3469ff,0
8c2a8a8920b15ff,0
8c2a8ac61904dff,3
8c2a8ac61344bff,15
8c2a8ac63cca5ff,15
8c2a8ad4ac74dff,15
8c2a8ad4a425bff,15
8c2a8ad596dbbff,15
8c2a8ac6628dbff,15
8c2a8ad4a0c37ff,0
8c2a8a892d513ff,0
8c2a8ac60cc0dff,15
8c2a8ac661ad9ff,15
8c2a8ac602923ff,2
8c2a8ac638aa5ff,15
8c2a8ac60ad57ff,5
8c2a8ac6399e1ff,2
8c2a8ac6576bbff,5
8c2a8a892c92bff,0
8c2a8ac66242dff,15
8c2a8a8928c05ff,2
8c2a8a8928c05ff,0
8c2a8ac640e0bff,8
8c2a8ac646a93ff,15
8c2a8ac61c403ff,3
8c2a8ad4e2735ff,15
8c2a8ad5969c7ff,15
8c2a8ad4a3157ff,0
8c2a8ad484769ff,2
8c2a8ac664443ff,15
8c2a8a893531bff,15
8c2a8ac640417ff,0
8c2a8ad4bd08dff,2
8c2a8ac64a433ff,10
8c2a8a8934909ff,6
8c2a8ad4a003dff,0
8c2a8ac6c3025ff,10
8c2a8ac662991ff,15
8c2a8ac638a2bff,15
8c2a8ac61d563ff,5
8c2a8ac62a21bff,15
8c2a8ac664611ff,15
8c2a8ac65dab3ff,1
8c2a8ac65dab3ff,10
8c2a8ac648035ff,2
8c2a8ac604661ff,15
8c2a8ad4b675dff,0
8c2a8ac651667ff,7
8c2a8ac651667ff,4
8c2a8ac63b9dbff,15
8c2a8ac654dd3ff,5
8c2a8ac62d4c9ff,15
8c2a8ac60c5b1ff,2
8c2a8ac667231ff,15
8c2a8ac6178e1ff,15
8c2a8ac6c8e55ff,7
8c2a8ad4a4515ff,15
8c2a8a892818dff,0
8c2a8ac654055ff,5
8c2a8ac60182dff,2
8c2a8ad4e29abff,15
8c2a8a8929b23ff,0
8c2a8ac62808dff,15
8c2a8ad4a92dbff,15
8c2a8a89369ddff,6
8c2a8ad4b6293ff,0
8c2a8a89676e9ff,0
8c2a8ac656f61ff,5
8c2a8ac6008dbff,11
8c2a8ac60342bff,15
8c2a8ac629987ff,15
8c2a8ac611851ff,3
8c2a8ac64add3ff,0
8c2a8ad4a5565ff,15
8c2a8ac62b85bff,15
8c2a8ad4b4d8bff,3
8c2a8ad4b4d8bff,10
8c2a8ad4b4d8bff,2
8c2a8ac64a869ff,8
8c2a8ad4a1ad7ff,15
8c2a8ac6044ebff,15
8c2a8ac61a021ff,3
8c2a8ad4bc851ff,1
8c2a8ac6514d1ff,1
8c2a8a8920ca1ff,13
8c2a8a8920ca1ff,3
8c2a8ac66624dff,15
8c2a8ac667053ff,15
8c2a8ac65cd49ff,8
8c2a8ac65cd49ff,5
8c2a8ac602527ff,15
8c2a8a8928dcbff,0
8c2a8a892598bff,0
8c2a8ac75b733ff,15
8c2a8ad4e6c5dff,15
8c2a8ac655401ff,5
8c2a8ad4b79d3ff,0
8c2a8ac652e57ff,0
8c2a8ac652e57ff,2
8c2a8a8928147ff,0
8c2a8ad5b32b3ff,15
8c2a8a8965821ff,0
8c2a8a8936f69ff,6
8c2a8ac638759ff,15
8c2a8ac605b15ff,15
8c2a8ad4b3ae3ff,0
8c2a8ac65b1c3ff,0
8c2a8ac61d445ff,5
8c2a8ac64d019ff,2
8c2a8ac6400e1ff,8
8c2a8ad4a412bff,15
8c2a8ac61b881ff,3
8c2a8ac63c8a3ff,15
8c2a8ac6605cbff,15
8c2a8ac6671abff,15
8c2a8ac6634bbff,15
8c2a8ac6051b3ff,15
8c2a8ac6445c5ff,2
8c2a8a892b989ff,0
8c2a8a8928893ff,0
8c2a8a892db6bff,1
8c2a8ac643541ff,0
8c2a8ac6225dbff,15
8c2a8ad4b7a9dff,0
8c2a8a8922a21ff,3
8c2a8a892d0b3ff,0
8c2a8ac64a5e1ff,1
8c2a8ad4e2dcdff,15
8c2a8ac6c8265ff,7
8c2a8ac6461c1ff,2
8c2a8a896491dff,0
8c2a8ad5968d3ff,15
8c2a8ac639693ff,15
8c2a8ac616f63ff,15
8c2a8ac6024cbff,15
8c2a8ac61b4ebff,3
8c2a8ac620329ff,15
8c2a8ad4a6cb9ff,15
8c2a8ad4b88cbff,2
8c2a8ac619aa3ff,3
8c2a8ac600a0dff,2
8c2a8ad4a9625ff,15
8c2a8ad4a51a3ff,15
8c2a8ac621203ff,15
8c2a8ad4ac113ff,15
8c2a8a892aae3ff,0
8c2a8ad4b7365ff,0
8c2a8ad59641bff,15
8c2a8ac628745ff,15
8c2a8ac640665ff,8
8c2a8ad5b2e05ff,15
8c2a8a89229d9ff,7
8c2a8ac606e65ff,2
8c2a8ac65043bff,11
8c2a8ac611513ff,3
8c2a8ad4b2da5ff,1
8c2a8a892cf43ff,10
8c2a8ac609441ff,5
8c2a8ac6610edff,15
8c2a8ac635441ff,15
8c2a8ad484195ff,2
8c2a8ad4ada9dff,15
8c2a8ac6140bdff,15
8c2a8ac61b819ff,3
8c2a8ac638b69ff,2
8c2a8ac621363ff,15
8c2a8ad4bd9e7ff,2
8c2a8ac66a283ff,15
8c2a8ac66a283ff,2
8c2a8ac62af01ff,15
8c2a8ac661405ff,15
8c2a8ac662881ff,15
8c2a8ac658329ff,11
8c2a8ac661a6bff,15
8c2a8ac618723ff,3
8c2a8ac6302a5ff,2
8c2a8ac662d81ff,15
8c2a8ac6c215dff,10
8c2a8a8967863ff,0
8c2a8a8924ec1ff,0
8c2a8ac61aa41ff,3
8c2a8ac656631ff,5
8c2a8ac663483ff,15
8c2a8a8927b39ff,3
8c2a8ad4bc9d7ff,1
8c2a8ac610f23ff,15
8c2a8a892a317ff,0
8c2a8ac64ac5bff,0
8c2a8ac662b23ff,15
8c2a8ad4b29e9ff,0
8c2a8ad4bd5e3ff,2
8c2a8a896353dff,2
8c2a8ac60b221ff,5
8c2a8a8921053ff,0
8c2a8ac620357ff,15
8c2a8ac6119bdff,15
8c2a8ac6070ebff,2
8c2a8ac66d41dff,15
8c2a8ac6204e3ff,15
8c2a8ac61af01ff,3
8c2a8ad592e05ff,15
8c2a8ac61a41bff,3
8c2a8a892a827ff,8
8c2a8ac63d269ff,2
8c2a8ac600225ff,7
8c2a8ac600225ff,12
8c2a8ac600225ff,15
8c2a8ad4a2e39ff,2
8c2a8ac63506dff,15
8c2a8a8924b25ff,3
8c2a8ad4a0f35ff,15
8c2a8ac6c8687ff,6
8c2a8ac75b721ff,15
8c2a8ad4850a5ff,15
8c2a8ac6cda6dff,3
8c2a8a892a803ff,8
8c2a8ac6106e9ff,15
8c2a8ac621733ff,15
8c2a8ad4b22e3ff,0
8c2a8ad4b22e3ff,2
8c2a8a892c90dff,0
8c2a8ad4e60e9ff,15
8c2a8a8927a91ff,3
8c2a8ac6651d3ff,15
8c2a8ac6354a3ff,15
8c2a8ac64705bff,2
8c2a8ad4ac057ff,15
8c2a8ac63071bff,2
8c2a8a8930823ff,15
8c2a8ac646a9dff,15
8c2a8ac646a9dff,2
8c2a8ac63000dff,2
8c2a8ad4bcdc5ff,2
8c2a8ac60b98dff,5
8c2a8ac66c8ddff,15
8c2a8ac66c8ddff,9
8c2a8ac6c8353ff,7
8c2a8a8924a23ff,3
8c2a8ac6130bbff,15
8c2a8ac660869ff,15
8c2a8ac64561bff,2
8c2a8ac65063dff,0
8c2a8ac65063dff,14
8c2a8ad4b889dff,2
8c2a8ac61c1a5ff,5
8c2a8ac650565ff,14
8c2a8ac65b287ff,0
8c2a8ac6106b5ff,15
8c2a8ad4b24e3ff,0
8c2a8ad5b3b27ff,15
8c2a8ac61564bff,15
8c2a8ad5b2d3bff,15
8c2a8ac65d11bff,0
8c2a8ac65d11bff,1
8c2a8ac607885ff,15
8c2a8ac64980dff,15
8c2a8ad4b2cd5ff,1
8c2a8ad5966a5ff,15
8c2a8ac65c2ddff,1
8c2a8ac64a1e7ff,0
8c2a8ac605b19ff,15
8c2a8ac62a68dff,15
8c2a8ad5b35b9ff,15
8c2a8ac6161a5ff,15
8c2a8ad4b7acdff,0
8c2a8ad5d36b7ff,15
8c2a8ad4a381dff,0
8c2a8ad4a4c63ff,2
8c2a8ac6c0a69ff,15
8c2a8ac66112bff,15
8c2a8ac64b51bff,1
8c2a8ac64b51bff,3
8c2a8a8923a93ff,0
8c2a8a8925193ff,0
8c2a8ad4bc24dff,2
8c2a8ac608767ff,5
8c2a8ac650f67ff,5
8c2a8ac604d93ff,15
8c2a8ac60b355ff,5
8c2a8ac63aad3ff,15
8c2a8ad4855b3ff,0
8c2a8ad4855b3ff,2
8c2a8a893481dff,6
8c2a8ac630705ff,2
8c2a8ac628e51ff,15
8c2a8ac63d1a9ff,15
8c2a8ac64c0c1ff,15
8c2a8ac665651ff,9
8c2a8a8964a83ff,0
8c2a8ac60cd11ff,15
8c2a8ac6668ddff,15
8c2a8ad4b7331ff,0
8c2a8ac645a1bff,15
8c2a8ac63b733ff,15
8c2a8ad4b4d99ff,10
8c2a8ac663499ff,15
8c2a8ac64674bff,8
8c2a8ac64674bff,2
8c2a8ac608919ff,15
8c2a8ad596d07ff,15
8c2a8ad4b0e85ff,2
8c2a8a89202b1ff,10
8c2a8a89202b1ff,11
8c2a8ad4a4083ff,15
8c2a8ac64cda5ff,15
8c2a8ac60d54bff,15
8c2a8ac620159ff,15
8c2a8ac657947ff,5
8c2a8ad4a2531ff,9
8c2a8ac642dc5ff,10
8c2a8ac65240bff,0
8c2a8ac63c52dff,15
8c2a8ac619139ff,3
8c2a8ad485b5dff,15
8c2a8ac628cb7ff,15
8c2a8ac64a31bff,8
8c2a8ac603b53ff,15
8c2a8ac66cca1ff,9
8c2a8ac62b20dff,15
8c2a8ac63a257ff,15
8c2a8ac60b6d3ff,5
8c2a8a89276a5ff,3
8c2a8ac64b459ff,3
8c2a8ac64b459ff,10
8c2a8ad4b42ddff,10
8c2a8ac642857ff,10
8c2a8ad59b223ff,2
8c2a8ac647463ff,2
8c2a8ac60c625ff,15
8c2a8ac61a40dff,3
8c2a8ac650403ff,11
8c2a8ac658b1bff,1
8c2a8ac63b5a1ff,15
8c2a8ac6155bbff,15
8c2a8a8963a97ff,0
8c2a8ad4b25a1ff,11
8c2a8ad592f6dff,15
8c2a8ad484947ff,2
8c2a8a8936309ff,6
8c2a8ac605b05ff,15
8c2a8ac6cb129ff,6
8c2a8ac607147ff,2
8c2a8ad4a4e5bff,15
8c2a8ac65a1ddff,0
8c2a8ac63552bff,15
8c2a8ac656201ff,5
8c2a8ac615857ff,15
8c2a8ad5b248bff,15
8c2a8ac6028cdff,15
8c2a8ac615997ff,15
8c2a8ac64d2ddff,2
8c2a8ac668a03ff,15
8c2a8ac61a105ff,3
8c2a8ac62bb05ff,15
8c2a8ad484963ff,2
8c2a8ad5b7695ff,15
8c2a8ac6634b5ff,15
8c2a8ad4e7515ff,15
8c2a8ac75b029ff,15
8c2a8ac66948bff,15
8c2a8ac65341dff,0
8c2a8ad592e47ff,15
8c2a8ad590e89ff,15
8c2a8ac65b5bdff,0
8c2a8ac61cab5ff,5
8c2a8ac601587ff,12
8c2a8ac628101ff,15
8c2a8ac669181ff,15
8c2a8a8922d2bff,2
8c2a8a8922d2bff,10
8c2a8ad4a86bbff,2
8c2a8ac60cf05ff,15
8c2a8ac65cda7ff,5
8c2a8ac60caa3ff,15
8c2a8ad4a69b5ff,15
8c2a8ac61c6e5ff,3
8c2a8ad4b2b27ff,0
8c2a8ad4b662bff,0
8c2a8a892002dff,10
8c2a8ad4a50c9ff,15
8c2a8ad4bc989ff,1
8c2a8ad4bc989ff,2
8c2a8ac65c645ff,1
8c2a8ad4b72cdff,2
8c2a8ac604549ff,15
8c2a8ad59a02bff,2
8c2a8ad4a798dff,15
8c2a8ac607121ff,2
8c2a8a8922593ff,6
8c2a8ac648685ff,2
8c2a8ad4a0759ff,0
8c2a8a8934d0dff,6
8c2a8ad59ae65ff,15
8c2a8ad592469ff,15
8c2a8a892c409ff,10
8c2a8a892a8c1ff,0
8c2a8ac660983ff,15
8c2a8a8966197ff,0
8c2a8ad4bd201ff,2
8c2a8ac6c8349ff,7
8c2a8ac641959ff,15
8c2a8a8929895ff,0
8c2a8a892c589ff,10
8c2a8ad48518bff,15
