region_id,cluster
8a2a8ac61037fff,9
8a2a8ac64b17fff,11
8a2a8ac64b8ffff,11
8a2a8ac65cf7fff,-1
8a2a8ac6332ffff,-1
8a2a8ad4b3a7fff,7
8a2a8ac6355ffff,-1
8a2a8ad4a287fff,7
8a2a8ad4a397fff,-1
8a2a8a89344ffff,0
8a2a8ad592affff,5
8a2a8ad4b437fff,35
8a2a8ac61acffff,-1
8a2a8a8963affff,3
8a2a8ac65a27fff,7
8a2a8ac6631ffff,5
8a2a8ac6c0c7fff,-1
8a2a8ac6685ffff,4
8a2a8ac64d57fff,5
8a2a8ac60b77fff,9
8a2a8a892127fff,7
8a2a8ac62af7fff,5
8a2a8ac647affff,4
8a2a8ac60c5ffff,32
8a2a8ad4e29ffff,3
8a2a8ac6494ffff,7
8a2a8ac6039ffff,6
8a2a8ad4e21ffff,3
8a2a8a8924c7fff,0
8a2a8ac654d7fff,9
8a2a8ad4b267fff,7
8a2a8ac65b5ffff,7
8a2a8ac66697fff,5
8a2a8ad48087fff,7
8a2a8ac60717fff,7
8a2a8ac64d87fff,25
8a2a8ac6512ffff,-1
8a2a8ad4a4c7fff,12
8a2a8ad4b09ffff,7
8a2a8ad5b377fff,3
8a2a8ad4b2e7fff,7
8a2a8ad4e69ffff,3
8a2a8ad4ac9ffff,3
8a2a8ac6236ffff,18
8a2a8ac6468ffff,7
8a2a8ac6020ffff,6
8a2a8ad486d7fff,7
8a2a8ac6145ffff,5
8a2a8ad4b6d7fff,7
8a2a8ad4b0e7fff,-1
8a2a8ac6c38ffff,0
8a2a8a89209ffff,-1
8a2a8ac6520ffff,-1
8a2a8ac62127fff,5
8a2a8ac6609ffff,5
8a2a8ad59317fff,-1
8a2a8ac60937fff,9
8a2a8ac63ccffff,18
8a2a8ac61caffff,9
8a2a8ac652effff,-1
8a2a8ac66867fff,4
8a2a8ad4aaa7fff,15
8a2a8ad4a417fff,12
8a2a8ac6109ffff,5
8a2a8ac6155ffff,-1
8a2a8a892927fff,3
8a2a8ad4bc17fff,11
8a2a8ad5d34ffff,3
8a2a8ac619a7fff,9
8a2a8ad4a7affff,5
8a2a8ad4b78ffff,-1
8a2a8ac61cc7fff,9
8a2a8ac62ad7fff,5
8a2a8ad4b177fff,3
8a2a8ac6315ffff,4
8a2a8ac61707fff,13
8a2a8ac6652ffff,4
8a2a8a89659ffff,7
8a2a8ac657affff,9
8a2a8ac6106ffff,-1
8a2a8ac64a37fff,-1
8a2a8ac60037fff,-1
8a2a8ac618a7fff,9
8a2a8ac6004ffff,6
8a2a8ac642cffff,-1
8a2a8ac6cc07fff,3
8a2a8ac6664ffff,5
8a2a8a892417fff,0
8a2a8ac63aeffff,-1
8a2a8ad4a8a7fff,30
8a2a8ac604cffff,5
8a2a8ac638b7fff,-1
8a2a8ac64897fff,-1
8a2a8ad4a6d7fff,4
8a2a8ac61c4ffff,9
8a2a8ac60a2ffff,-1
8a2a8ad59b97fff,4
8a2a8ac63167fff,13
8a2a8ac66bb7fff,3
8a2a8ac63587fff,-1
8a2a8ac6515ffff,23
8a2a8ac662d7fff,14
8a2a8ad4a86ffff,7
8a2a8ad4bd57fff,-1
8a2a8ac61ac7fff,0
8a2a8ad4a20ffff,7
8a2a8ad4b2affff,7
8a2a8ad4e28ffff,3
8a2a8a8934cffff,0
8a2a8ac6488ffff,-1
8a2a8ad4b8c7fff,3
8a2a8ac6351ffff,7
8a2a8ac6eda7fff,4
8a2a8a892887fff,7
8a2a8a892a97fff,7
8a2a8ac6c0a7fff,3
8a2a8ac63837fff,24
8a2a8ad4a567fff,4
8a2a8ac6672ffff,5
8a2a8ad4a40ffff,8
8a2a8ac65caffff,-1
8a2a8ac6440ffff,4
8a2a8ad4b64ffff,11
8a2a8ad4b0c7fff,-1
8a2a8ac65c4ffff,9
8a2a8ac638effff,-1
8a2a8ac62b77fff,4
8a2a8ac651a7fff,9
8a2a8ad4e2a7fff,8
8a2a8ac65d57fff,7
8a2a8ad4a667fff,3
8a2a8ac65ceffff,-1
8a2a8ad4b0effff,29
8a2a8ad59277fff,4
8a2a8ad4b517fff,11
8a2a8ac6cd5ffff,0
8a2a8a892707fff,0
8a2a8ac65247fff,3
8a2a8ac6504ffff,23
8a2a8ac6401ffff,11
8a2a8ac6152ffff,6
8a2a8ac62327fff,-1
8a2a8ac6594ffff,11
8a2a8ad4e75ffff,3
8a2a8ac6391ffff,24
8a2a8ad4ac6ffff,5
8a2a8ac60607fff,-1
8a2a8ad59a8ffff,5
8a2a8ac668dffff,25
8a2a8ac64397fff,7
8a2a8ad59627fff,3
8a2a8ac61c37fff,9
8a2a8ad4e35ffff,3
8a2a8a89204ffff,7
8a2a8ac60a27fff,9
8a2a8ad4aadffff,3
8a2a8ac618b7fff,9
8a2a8ad59aa7fff,4
8a2a8ac63c2ffff,18
8a2a8ac66167fff,15
8a2a8ad4b797fff,-1
8a2a8ad592e7fff,5
8a2a8a893677fff,0
8a2a8ad4aaeffff,3
8a2a8ad4e637fff,3
8a2a8ac62a97fff,-1
8a2a8ac6c54ffff,17
8a2a8ac656c7fff,9
8a2a8ad4ad6ffff,4
8a2a8ad4b697fff,23
8a2a8ad4bcb7fff,7
8a2a8a892c57fff,-1
8a2a8a8923a7fff,-1
8a2a8ad59b0ffff,3
8a2a8ac6c987fff,0
8a2a8ac6589ffff,23
8a2a8a89265ffff,7
8a2a8a89285ffff,3
8a2a8ad59ba7fff,-1
8a2a8ac61d47fff,9
8a2a8ad4ab6ffff,7
8a2a8ad5915ffff,8
8a2a8ac6254ffff,5
8a2a8ac61d8ffff,9
8a2a8ad4e62ffff,3
8a2a8ac61587fff,-1
8a2a8ac63007fff,3
8a2a8ad4ad0ffff,-1
8a2a8ac6660ffff,4
8a2a8ac656cffff,9
8a2a8ad596cffff,3
8a2a8a8922c7fff,0
8a2a8ac60ad7fff,9
8a2a8a8935affff,3
8a2a8a892d6ffff,7
8a2a8ac648effff,11
8a2a8ac6670ffff,5
8a2a8ad4842ffff,7
8a2a8ad4a38ffff,7
8a2a8ad4b477fff,-1
8a2a8ac6634ffff,3
8a2a8ac605b7fff,14
8a2a8ad4a277fff,-1
8a2a8a892d4ffff,7
8a2a8ad59a9ffff,4
8a2a8ac621affff,4
8a2a8ad5978ffff,3
8a2a8ac66807fff,5
8a2a8ac6092ffff,31
8a2a8a892507fff,7
8a2a8ad4b107fff,8
8a2a8ac61b57fff,0
8a2a8a892357fff,22
8a2a8ac60417fff,5
8a2a8ac6ca5ffff,-1
8a2a8ac65b47fff,-1
8a2a8ac61197fff,3
8a2a8ad5939ffff,4
8a2a8ac66ae7fff,-1
8a2a8ac6cc17fff,3
8a2a8ac63b97fff,13
8a2a8ac664effff,4
8a2a8ac610dffff,13
8a2a8ac65087fff,9
8a2a8ac61237fff,4
8a2a8ac63a27fff,13
8a2a8ac65377fff,7
8a2a8ac60157fff,-1
8a2a8ad59ad7fff,-1
8a2a8a892ba7fff,7
8a2a8ac6c8a7fff,0
8a2a8ac6185ffff,0
8a2a8ad486b7fff,-1
8a2a8ac60d2ffff,3
8a2a8ad4a8e7fff,-1
8a2a8a892d5ffff,-1
8a2a8ac61667fff,-1
8a2a8ac6500ffff,-1
8a2a8ac61577fff,6
8a2a8ac66a6ffff,7
8a2a8ac64437fff,5
8a2a8a8928c7fff,7
8a2a8ac66427fff,3
8a2a8ad4a2dffff,11
8a2a8ad5da4ffff,3
8a2a8a892d97fff,7
8a2a8a892167fff,-1
8a2a8a89620ffff,3
8a2a8a8924e7fff,0
8a2a8ac66d0ffff,15
8a2a8ac6cc0ffff,3
8a2a8ad4a837fff,-1
8a2a8ac6614ffff,15
8a2a8ac6cba7fff,0
8a2a8ad59a17fff,3
8a2a8ac60a87fff,9
8a2a8ad4a847fff,7
8a2a8ad4b587fff,11
8a2a8ac6665ffff,5
8a2a8ac638c7fff,13
8a2a8ac64407fff,5
8a2a8ac64a87fff,11
8a2a8ac66587fff,3
8a2a8ad4ad77fff,5
8a2a8ac644e7fff,4
8a2a8ad59057fff,-1
8a2a8a8966dffff,3
8a2a8ac6586ffff,-1
8a2a8ad4a127fff,5
8a2a8ad59687fff,3
8a2a8ac6c85ffff,0
8a2a8ac6181ffff,0
8a2a8a89292ffff,3
8a2a8ac665affff,3
8a2a8ac6c82ffff,0
8a2a8ac618cffff,3
8a2a8ac63a4ffff,-1
8a2a8ac6202ffff,4
8a2a8a892a27fff,3
8a2a8ad4aa57fff,7
8a2a8ac66b1ffff,4
8a2a8ac6142ffff,-1
8a2a8a892677fff,7
8a2a8ac65b8ffff,-1
8a2a8ac62a57fff,13
8a2a8ac60077fff,-1
8a2a8ac6104ffff,13
8a2a8ac65c1ffff,-1
8a2a8ad596a7fff,3
8a2a8ac61c2ffff,9
8a2a8ac6200ffff,5
8a2a8ac62b27fff,4
8a2a8ac668e7fff,4
8a2a8ac650cffff,-1
8a2a8ac668b7fff,-1
8a2a8ac60237fff,6
8a2a8a89370ffff,0
8a2a8ad4a26ffff,7
8a2a8ac66a27fff,-1
8a2a8ac64b97fff,11
8a2a8ac64c0ffff,5
8a2a8ac6429ffff,31
8a2a8ac63b0ffff,13
8a2a8ad59b8ffff,4
8a2a8a892787fff,0
8a2a8ad4bda7fff,7
8a2a8a89286ffff,3
8a2a8a89352ffff,3
8a2a8ad4b427fff,-1
8a2a8ac64d8ffff,10
8a2a8a89228ffff,0
8a2a8ad48537fff,5
8a2a8ad4a8d7fff,5
8a2a8ac61a07fff,0
8a2a8ac65d77fff,3
8a2a8ac6578ffff,9
8a2a8ac6032ffff,9
8a2a8a89674ffff,3
8a2a8ac60a5ffff,9
8a2a8ad4a477fff,8
8a2a8ad5932ffff,4
8a2a8ac63827fff,-1
8a2a8ac6118ffff,13
8a2a8ac6282ffff,4
8a2a8ac60c47fff,32
8a2a8ac640cffff,7
8a2a8ad4a91ffff,26
8a2a8ac61d0ffff,9
8a2a8ac650c7fff,-1
8a2a8ac6c077fff,7
8a2a8a8936e7fff,19
8a2a8ad48097fff,7
8a2a8ac6204ffff,33
8a2a8ac65517fff,9
8a2a8ac613a7fff,5
8a2a8ac61117fff,9
8a2a8ad4a60ffff,4
8a2a8ac61a57fff,-1
8a2a8ac6610ffff,15
8a2a8ac6c84ffff,0
8a2a8ad4a94ffff,3
8a2a8ac6340ffff,5
8a2a8ac659a7fff,-1
8a2a8ac6491ffff,34
8a2a8ad4b42ffff,-1
8a2a8ac6cb67fff,0
8a2a8ac64947fff,7
8a2a8ad4a9b7fff,8
8a2a8ac63a97fff,5
8a2a8a893797fff,0
8a2a8ad4a14ffff,5
8a2a8a89280ffff,7
8a2a8ad4b28ffff,-1
8a2a8ac6311ffff,3
8a2a8ad4b717fff,35
8a2a8ac603a7fff,-1
8a2a8ad4a30ffff,3
8a2a8ac61d67fff,9
8a2a8ac63137fff,4
8a2a8ac62d5ffff,4
8a2a8ac60acffff,9
8a2a8ac66247fff,4
8a2a8ac6528ffff,9
8a2a8ac6076ffff,-1
8a2a8ad484c7fff,7
8a2a8ac65a4ffff,7
8a2a8ac64697fff,7
8a2a8ad59b07fff,3
8a2a8ad4a12ffff,5
8a2a8ac64157fff,11
8a2a8ad4bc8ffff,-1
8a2a8ac642b7fff,-1
8a2a8ad4a50ffff,2
8a2a8ad592d7fff,-1
8a2a8ac66ad7fff,15
8a2a8ac60677fff,-1
8a2a8ac656affff,9
8a2a8ac65597fff,9
8a2a8ad5d267fff,3
8a2a8ac60a4ffff,9
8a2a8ac6131ffff,5
8a2a8ac6caeffff,-1
8a2a8ad484a7fff,7
8a2a8ad4e78ffff,3
8a2a8ac646e7fff,5
8a2a8a892c37fff,-1
8a2a8ad4bc0ffff,-1
8a2a8ac65ac7fff,-1
8a2a8ac6c047fff,16
8a2a8ac6625ffff,4
8a2a8ac63d17fff,18
8a2a8a8924f7fff,0
8a2a8ac6384ffff,5
8a2a8ac65417fff,9
8a2a8ac66c2ffff,3
8a2a8ac62cf7fff,4
8a2a8ac65bb7fff,-1
8a2a8ac64d5ffff,-1
8a2a8ac60c9ffff,3
8a2a8a8923b7fff,-1
8a2a8ac646d7fff,3
8a2a8ac60ca7fff,3
8a2a8ac6c727fff,-1
8a2a8ad596f7fff,3
8a2a8ac6479ffff,3
8a2a8a892117fff,-1
8a2a8a8920a7fff,-1
8a2a8ac65267fff,7
8a2a8ac652b7fff,9
8a2a8ad4a447fff,2
8a2a8ac6149ffff,5
8a2a8ad4a947fff,4
8a2a8ad4a887fff,30
8a2a8ac63907fff,24
8a2a8ac65ae7fff,7
8a2a8ac648e7fff,-1
8a2a8ac6070ffff,-1
8a2a8ac62acffff,-1
8a2a8ac6c74ffff,-1
8a2a8ac62347fff,-1
8a2a8ac610e7fff,13
8a2a8ac63c5ffff,18
8a2a8ac62c6ffff,5
8a2a8ad4bcc7fff,7
8a2a8ac6189ffff,9
8a2a8ac652cffff,9
8a2a8ac6510ffff,-1
8a2a8a892daffff,-1
8a2a8ac63d87fff,-1
8a2a8a892287fff,0
8a2a8ac61a87fff,0
8a2a8ad592effff,5
8a2a8a892947fff,3
8a2a8ac64b6ffff,-1
8a2a8ac75b07fff,3
8a2a8ad4b447fff,-1
8a2a8ac65457fff,9
8a2a8ad4ad9ffff,3
8a2a8ac640affff,-1
8a2a8ac66107fff,15
8a2a8ac64d0ffff,5
8a2a8ac60947fff,9
8a2a8ad5b247fff,3
8a2a8ac6541ffff,9
8a2a8ac61127fff,9
8a2a8ac628e7fff,4
8a2a8ac63997fff,24
8a2a8ad4b4cffff,23
8a2a8ad4a507fff,8
8a2a8ac664f7fff,3
8a2a8ad5925ffff,5
8a2a8a89675ffff,3
8a2a8ac60d87fff,-1
8a2a8ad484b7fff,7
8a2a8ac60a8ffff,9
8a2a8ac629b7fff,5
8a2a8ac6cb27fff,0
8a2a8ad4ad57fff,5
8a2a8a89365ffff,0
8a2a8a8922d7fff,0
8a2a8ac667affff,5
8a2a8ac6cc97fff,-1
8a2a8ad4846ffff,7
8a2a8a892c47fff,-1
8a2a8ad4a79ffff,-1
8a2a8a892d2ffff,3
8a2a8ac60d17fff,7
8a2a8ac61cf7fff,9
8a2a8ac6439ffff,7
8a2a8ac6675ffff,5
8a2a8ac65757fff,9
8a2a8ac6024ffff,6
8a2a8ad4b337fff,7
8a2a8ac62a87fff,-1
8a2a8ac62aaffff,14
8a2a8ac6cdb7fff,0
8a2a8ac6115ffff,0
8a2a8ad4aba7fff,7
8a2a8ac642d7fff,31
8a2a8a893657fff,-1
8a2a8ad5b24ffff,3
8a2a8ac654cffff,9
8a2a8ad4b74ffff,3
8a2a8ac608e7fff,9
8a2a8ad4b68ffff,7
8a2a8ac65c37fff,23
8a2a8ac644c7fff,3
8a2a8ac6cb1ffff,0
8a2a8ac608effff,9
8a2a8ac6655ffff,-1
8a2a8ac60457fff,5
8a2a8a89232ffff,7
8a2a8ac6ccb7fff,3
8a2a8ac6476ffff,7
8a2a8a89244ffff,-1
8a2a8ac638d7fff,13
8a2a8ac606a7fff,5
8a2a8ac60667fff,-1
8a2a8ac6509ffff,9
8a2a8ac6054ffff,-1
8a2a8ac64c1ffff,5
8a2a8a892cb7fff,7
8a2a8ac66c37fff,3
8a2a8a893697fff,0
8a2a8ac64b9ffff,11
8a2a8ac60737fff,-1
8a2a8ac61607fff,3
8a2a8ac66757fff,5
8a2a8ac61047fff,13
8a2a8ad4a42ffff,8
8a2a8ad5b35ffff,3
8a2a8ac63197fff,18
8a2a8ac65c67fff,-1
8a2a8ac668affff,-1
8a2a8ac66caffff,3
8a2a8ac6cb07fff,0
8a2a8ad4b8b7fff,8
8a2a8ac64ad7fff,7
8a2a8ac6671ffff,5
8a2a8ac6c11ffff,3
8a2a8ac6135ffff,3
8a2a8ac64987fff,7
8a2a8ac646cffff,7
8a2a8ac65cb7fff,-1
8a2a8ac65397fff,9
8a2a8ac62c5ffff,5
8a2a8ac6456ffff,-1
8a2a8ac603affff,6
8a2a8ac63cdffff,18
8a2a8a893757fff,0
8a2a8ac604affff,5
8a2a8ad4b767fff,-1
8a2a8a89298ffff,22
8a2a8ac63cf7fff,18
8a2a8ad4a58ffff,8
8a2a8ac6620ffff,5
8a2a8a893537fff,3
8a2a8ac63d6ffff,-1
8a2a8ad4ba9ffff,7
8a2a8ad4a06ffff,7
8a2a8ac64af7fff,7
8a2a8a89068ffff,3
8a2a8ad592f7fff,5
8a2a8a892487fff,9
8a2a8ac6098ffff,9
8a2a8ac65b17fff,7
8a2a8ac60127fff,32
8a2a8ac66747fff,5
8a2a8ad48567fff,-1
8a2a8ad4a087fff,1
8a2a8ac64c87fff,4
8a2a8ac64857fff,-1
8a2a8ad4ace7fff,5
8a2a8ac65927fff,-1
8a2a8ac61b9ffff,0
8a2a8ac64c77fff,-1
8a2a8ad4a197fff,4
8a2a8ac66c9ffff,3
8a2a8ac61017fff,13
8a2a8ac62cd7fff,4
8a2a8ac6049ffff,4
8a2a8ac62ae7fff,14
8a2a8ac63867fff,13
8a2a8a892607fff,0
8a2a8ac64b07fff,11
8a2a8ad4e2f7fff,3
8a2a8ac6136ffff,3
8a2a8ac62a8ffff,33
8a2a8ac6cceffff,17
8a2a8ac61d17fff,9
8a2a8ad4b2dffff,-1
8a2a8a89346ffff,0
8a2a8ac6666ffff,5
8a2a8ac60d8ffff,3
8a2a8ac604effff,4
8a2a8ac639affff,24
8a2a8ac648dffff,11
8a2a8ac75b2ffff,-1
8a2a8ac61967fff,9
8a2a8ac611b7fff,9
8a2a8ac6ca2ffff,0
8a2a8ac6cc77fff,3
8a2a8ad48427fff,3
8a2a8ac6005ffff,-1
8a2a8ac6682ffff,4
8a2a8ad4e217fff,8
8a2a8ac6c057fff,-1
8a2a8ac63427fff,7
8a2a8ad4e6cffff,3
8a2a8ac63c57fff,18
8a2a8ac6c81ffff,7
8a2a8ac613affff,5
8a2a8ad4a1a7fff,5
8a2a8ac65a97fff,7
8a2a8ad4e7affff,3
8a2a8ac65097fff,9
8a2a8ac60727fff,-1
8a2a8a896257fff,3
8a2a8a8964effff,-1
8a2a8ac63557fff,-1
8a2a8a892007fff,36
8a2a8ad4b597fff,11
8a2a8ac6ca9ffff,-1
8a2a8a8928e7fff,7
8a2a8a896787fff,-1
8a2a8ad4b297fff,3
8a2a8ac61167fff,0
8a2a8ac62817fff,4
8a2a8a892807fff,7
8a2a8ac64bb7fff,11
8a2a8ad59337fff,3
8a2a8ac61757fff,4
8a2a8a892977fff,3
8a2a8a893477fff,0
8a2a8ac6280ffff,5
8a2a8ac65367fff,7
8a2a8ac66b87fff,3
8a2a8ac61877fff,9
8a2a8ac6cce7fff,17
8a2a8ac630effff,-1
8a2a8ad4b8f7fff,3
8a2a8ac62337fff,-1
8a2a8ad5965ffff,4
8a2a8ac66b0ffff,4
8a2a8a893627fff,0
8a2a8ac6624ffff,-1
8a2a8ad4bc47fff,8
8a2a8ac6000ffff,-1
8a2a8a892b97fff,-1
8a2a8ac64d07fff,25
8a2a8ad4a457fff,2
8a2a8ac6638ffff,-1
8a2a8ac6591ffff,-1
8a2a8ad4aa47fff,7
8a2a8ac647a7fff,5
8a2a8ac6575ffff,9
8a2a8ac60287fff,-1
8a2a8ac63cd7fff,18
8a2a8ac660effff,15
8a2a8ad4a727fff,1
8a2a8ac6c307fff,-1
8a2a8ac65207fff,9
8a2a8ac6205ffff,5
8a2a8ad5b277fff,3
8a2a8ac6c75ffff,-1
8a2a8ad4ab5ffff,7
8a2a8ac6564ffff,9
8a2a8ac6582ffff,-1
8a2a8ad4aa77fff,7
8a2a8ad4b01ffff,3
8a2a8ad4b117fff,3
8a2a8ac6650ffff,4
8a2a8ac610d7fff,13
8a2a8ad4a6b7fff,8
8a2a8ac63977fff,-1
8a2a8ad4a05ffff,15
8a2a8ac65adffff,7
8a2a8a89049ffff,3
8a2a8a89278ffff,0
8a2a8ac62c17fff,5
8a2a8ac6172ffff,13
8a2a8ac62a47fff,13
8a2a8ad4bceffff,3
8a2a8a892ce7fff,27
8a2a8ac6cda7fff,0
8a2a8ad4859ffff,3
8a2a8a892107fff,7
8a2a8a8921b7fff,-1
8a2a8ac60057fff,6
8a2a8ac65897fff,-1
8a2a8ad4b0d7fff,35
8a2a8ad48507fff,-1
8a2a8ad4b71ffff,35
8a2a8ad5904ffff,26
8a2a8ac63117fff,4
8a2a8ac65d1ffff,-1
8a2a8ac66d4ffff,-1
8a2a8ad4a737fff,5
8a2a8ad59b87fff,5
8a2a8ad4a96ffff,3
8a2a8a892caffff,-1
8a2a8ac6c0b7fff,3
8a2a8ad4a8effff,-1
8a2a8ac61a9ffff,-1
8a2a8ac6cc5ffff,3
8a2a8ac64517fff,5
8a2a8ac6629ffff,4
8a2a8ac6cc2ffff,3
8a2a8ac657a7fff,9
8a2a8ad4a88ffff,30
8a2a8ac60c4ffff,32
8a2a8ad5b2dffff,3
8a2a8a893607fff,0
8a2a8ac61857fff,0
8a2a8ad4b60ffff,3
8a2a8a896747fff,7
8a2a8ac648d7fff,11
8a2a8ad4e297fff,3
8a2a8ac66d47fff,-1
8a2a8ac600c7fff,-1
8a2a8ac65b37fff,7
8a2a8ac65a8ffff,7
8a2a8a892337fff,7
8a2a8ac64adffff,-1
8a2a8ac62997fff,4
8a2a8ac6521ffff,9
8a2a8ad4e627fff,3
8a2a8ad4a157fff,5
8a2a8a8936affff,0
8a2a8ac61c17fff,-1
8a2a8ad59b67fff,8
8a2a8ac6015ffff,-1
8a2a8ac66627fff,5
8a2a8ad59077fff,8
8a2a8ac6c707fff,-1
8a2a8ac662e7fff,-1
8a2a8ad4b0affff,3
8a2a8ac646dffff,7
8a2a8ad59667fff,4
8a2a8a89379ffff,0
8a2a8ac65d4ffff,-1
8a2a8ac6645ffff,4
8a2a8ad4ac8ffff,4
8a2a8a8930dffff,0
8a2a8ad4ab57fff,7
8a2a8ac60b4ffff,9
8a2a8ac608a7fff,9
8a2a8a892827fff,3
8a2a8ac6222ffff,-1
8a2a8ac61867fff,9
8a2a8ac60c8ffff,-1
8a2a8ac6430ffff,21
8a2a8ac62bb7fff,4
8a2a8ac60407fff,4
8a2a8a892b9ffff,-1
8a2a8ac66c47fff,3
8a2a8ad4b607fff,20
8a2a8ac61aaffff,0
8a2a8ac65d5ffff,23
8a2a8ad4b407fff,-1
8a2a8a892217fff,7
8a2a8ac6075ffff,-1
8a2a8ac66347fff,4
8a2a8ac62147fff,4
8a2a8ac62c07fff,5
8a2a8ad4a637fff,5
8a2a8ac61267fff,-1
8a2a8ac60837fff,9
8a2a8ac602cffff,-1
8a2a8ad4a747fff,4
8a2a8ad4b6affff,7
8a2a8ad4e20ffff,3
8a2a8ac642e7fff,7
8a2a8ac61737fff,5
8a2a8ac6159ffff,-1
8a2a8ac62a9ffff,-1
8a2a8ac65437fff,9
8a2a8ac6c00ffff,7
8a2a8ad59bb7fff,25
8a2a8ac61a2ffff,0
8a2a8ac6698ffff,4
8a2a8ad4a037fff,5
8a2a8ac61747fff,13
8a2a8a8930c7fff,3
8a2a8ad4b99ffff,-1
8a2a8ad4b497fff,-1
8a2a8ad4b35ffff,7
8a2a8ac63d0ffff,-1
8a2a8ac6c98ffff,0
8a2a8ad59b57fff,4
8a2a8ac75b6ffff,4
8a2a8ac650f7fff,9
8a2a8ac65047fff,23
8a2a8ac60357fff,6
8a2a8ac66a77fff,7
8a2a8ac6116ffff,0
8a2a8ad593affff,-1
8a2a8ac64b4ffff,-1
8a2a8ad4b087fff,7
8a2a8ac63d9ffff,18
8a2a8ad4a69ffff,5
8a2a8ac60a6ffff,9
8a2a8ac66b2ffff,4
8a2a8ad5966ffff,4
8a2a8ac62837fff,4
8a2a8ac60587fff,4
8a2a8ac61b5ffff,0
8a2a8ac6616ffff,15
8a2a8ac64caffff,5
8a2a8ad59307fff,4
8a2a8ad4b757fff,-1
8a2a8ac60517fff,14
8a2a8a892a57fff,3
8a2a8ad485b7fff,4
8a2a8ac648a7fff,-1
8a2a8ac6cd8ffff,-1
8a2a8ac655a7fff,-1
8a2a8ac62007fff,4
8a2a8ad4a24ffff,-1
8a2a8ac65807fff,23
8a2a8a896237fff,3
8a2a8ad59a0ffff,4
8a2a8ac6461ffff,5
8a2a8ad59047fff,26
8a2a8ac63acffff,4
8a2a8ac66097fff,4
8a2a8ad4a6effff,5
8a2a8ac656e7fff,-1
8a2a8ac6046ffff,4
8a2a8a892817fff,22
8a2a8ad59227fff,2
8a2a8ac61b87fff,0
8a2a8ac63817fff,-1
8a2a8ac6c127fff,3
8a2a8a8926a7fff,0
8a2a8ac666affff,5
8a2a8a892307fff,7
8a2a8ac65957fff,-1
8a2a8ac65027fff,-1
8a2a8ac660d7fff,5
8a2a8a8962a7fff,3
8a2a8ac65ce7fff,-1
8a2a8ac63b1ffff,13
8a2a8a89206ffff,7
8a2a8a896277fff,3
8a2a8ad486effff,3
8a2a8ac61d2ffff,9
8a2a8ac61627fff,4
8a2a8ac66aaffff,-1
8a2a8ac6c967fff,0
8a2a8ac6431ffff,-1
8a2a8ac65277fff,7
8a2a8ac6c9b7fff,0
8a2a8ac6ca37fff,0
8a2a8a8928cffff,7
8a2a8ad4e6affff,3
8a2a8ac65607fff,9
8a2a8ad4e257fff,3
8a2a8a890687fff,3
8a2a8a892547fff,-1
8a2a8ad4a517fff,3
8a2a8ad4bd07fff,7
8a2a8ac6444ffff,3
8a2a8ac6554ffff,9
8a2a8ad4bd4ffff,8
8a2a8ac64b67fff,-1
8a2a8ac65a9ffff,7
8a2a8a892237fff,7
8a2a8a892aa7fff,-1
8a2a8ac6395ffff,-1
8a2a8ac640e7fff,11
8a2a8ad4e66ffff,8
8a2a8ac66baffff,3
8a2a8ac60217fff,6
8a2a8ac650e7fff,9
8a2a8ac63107fff,4
8a2a8ac63847fff,13
8a2a8ac6cc27fff,0
8a2a8ac6425ffff,7
8a2a8ad4809ffff,7
8a2a8ad480a7fff,7
8a2a8ac6301ffff,3
8a2a8ac65d87fff,-1
8a2a8ad4865ffff,3
8a2a8ac669affff,5
8a2a8ac6cc37fff,3
8a2a8ac63437fff,7
8a2a8ad5968ffff,3
8a2a8a8966cffff,7
8a2a8a89274ffff,0
8a2a8ac61adffff,-1
8a2a8ac6689ffff,-1
8a2a8ac6096ffff,9
8a2a8a8929b7fff,7
8a2a8ac6134ffff,3
8a2a8ad4b207fff,-1
8a2a8ac60c67fff,-1
8a2a8ac66317fff,25
8a2a8a892d9ffff,7
8a2a8ac6dd0ffff,7
8a2a8a89256ffff,-1
8a2a8ac646effff,7
8a2a8ac65677fff,9
8a2a8ac63af7fff,13
8a2a8ac66277fff,5
8a2a8ad4b22ffff,7
8a2a8ac60ae7fff,9
8a2a8ac6c317fff,0
8a2a8a892627fff,0
8a2a8ad484affff,7
8a2a8ad4bd97fff,7
8a2a8a89254ffff,7
8a2a8ac666c7fff,5
8a2a8a892647fff,-1
8a2a8ad4e657fff,-1
8a2a8ac6061ffff,-1
8a2a8a892d37fff,7
8a2a8a89621ffff,3
8a2a8ac60777fff,-1
8a2a8ac6605ffff,15
8a2a8ac65667fff,9
8a2a8ac66b9ffff,3
8a2a8a89255ffff,-1
8a2a8ac66c17fff,3
8a2a8ac6396ffff,13
8a2a8ad5b297fff,3
8a2a8ac65d37fff,-1
8a2a8ac60117fff,-1
8a2a8ad4a3affff,7
8a2a8ad4b9affff,3
8a2a8ac75b37fff,3
8a2a8ac64117fff,-1
8a2a8ac64ae7fff,7
8a2a8ac6191ffff,9
8a2a8ac66b07fff,5
8a2a8ac61487fff,4
8a2a8a8937b7fff,0
8a2a8a892a6ffff,3
8a2a8a89649ffff,7
8a2a8ac6341ffff,5
8a2a8ac60d1ffff,-1
8a2a8ac64237fff,7
8a2a8ac64547fff,-1
8a2a8ad4b46ffff,-1
