region_id,cluster
8a2a8ac63d27fff,-1
8a2a8ac61d57fff,9
8a2a8ac61887fff,9
8a2a8ad4a8b7fff,-1
8a2a8ac64d6ffff,3
8a2a8ac6636ffff,7
8a2a8ac6526ffff,7
8a2a8ad4b997fff,3
8a2a8ac65847fff,-1
8a2a8ac61c67fff,9
8a2a8ad5b32ffff,3
8a2a8ac6658ffff,3
8a2a8ac614affff,-1
8a2a8ac6630ffff,5
8a2a8ac62cc7fff,4
8a2a8ac6651ffff,3
8a2a8ac6074ffff,-1
8a2a8a8920cffff,-1
8a2a8ad4e31ffff,3
8a2a8ac666f7fff,5
8a2a8ac65b87fff,-1
8a2a8ad4a2affff,7
8a2a8ac60c37fff,3
8a2a8ac61ca7fff,9
8a2a8ad5b2effff,3
8a2a8ac60d07fff,3
8a2a8ac6569ffff,9
8a2a8ac6595ffff,11
8a2a8ac60567fff,-1
8a2a8ad4ab2ffff,7
8a2a8ad59657fff,4
8a2a8ac6680ffff,4
8a2a8ac6cc4ffff,3
8a2a8a89635ffff,3
8a2a8ac6211ffff,4
8a2a8ac642f7fff,-1
8a2a8ac65567fff,9
8a2a8ac61417fff,-1
8a2a8ac6021ffff,6
8a2a8ac66147fff,15
8a2a8ac66327fff,15
8a2a8ac60d47fff,-1
8a2a8ac6150ffff,6
8a2a8ac605affff,4
8a2a8ad48527fff,5
8a2a8ac6c197fff,17
8a2a8ad4a0c7fff,10
8a2a8a896357fff,3
8a2a8ac62367fff,-1
8a2a8a89676ffff,7
8a2a8ac6212ffff,5
8a2a8a8928b7fff,7
8a2a8ac66137fff,-1
8a2a8ad4bacffff,-1
8a2a8ad59617fff,3
8a2a8a892c87fff,7
8a2a8a8924d7fff,0
8a2a8a89668ffff,3
8a2a8a892adffff,7
8a2a8ac65c97fff,-1
8a2a8ac65797fff,9
8a2a8ac6cd6ffff,0
8a2a8ac65467fff,9
8a2a8ac65857fff,-1
8a2a8ac6c017fff,3
8a2a8ac65297fff,9
8a2a8ac6c907fff,0
8a2a8ac60577fff,4
8a2a8ac6c0dffff,0
8a2a8ac61c77fff,9
8a2a8ac66c27fff,3
8a2a8ac60477fff,4
8a2a8ad5935ffff,4
8a2a8ad4b41ffff,-1
8a2a8ac6068ffff,-1
8a2a8ac63da7fff,-1
8a2a8a8922a7fff,0
8a2a8ad590effff,-1
8a2a8ac63ac7fff,14
8a2a8ac63b07fff,5
8a2a8a89666ffff,3
8a2a8ac6669ffff,5
8a2a8ac66477fff,4
8a2a8ad48407fff,7
8a2a8ac618e7fff,0
8a2a8ac75927fff,3
8a2a8ad59327fff,4
8a2a8ac638f7fff,13
8a2a8ad4ac57fff,5
8a2a8ac60437fff,4
8a2a8ac6052ffff,4
8a2a8ad4e6c7fff,3
8a2a8ac602c7fff,6
8a2a8ac60897fff,32
8a2a8ac6028ffff,-1
8a2a8ac6cd67fff,0
8a2a8a89308ffff,3
8a2a8ad5922ffff,5
8a2a8ad48497fff,7
8a2a8ad4a007fff,5
8a2a8ad59a4ffff,4
8a2a8ac63a5ffff,-1
8a2a8ac6cd57fff,0
8a2a8ac66ceffff,-1
8a2a8ac60a07fff,-1
8a2a8ac6496ffff,21
8a2a8ac6dd1ffff,3
8a2a8ac6170ffff,13
8a2a8ad4b75ffff,3
8a2a8ac65907fff,-1
8a2a8ac61c1ffff,9
8a2a8ad4b357fff,7
8a2a8ac61137fff,-1
8a2a8ac6cd0ffff,0
8a2a8ac65887fff,-1
8a2a8ac65a57fff,7
8a2a8ad4a2c7fff,-1
8a2a8ad486c7fff,7
8a2a8ac6ca77fff,0
8a2a8ad4aa37fff,7
8a2a8ad48447fff,7
8a2a8ad5b387fff,3
8a2a8ac64b57fff,-1
8a2a8ad4a2effff,-1
8a2a8a89345ffff,0
8a2a8ac60427fff,14
8a2a8ad4b06ffff,7
8a2a8ad4b6dffff,3
8a2a8ac655affff,9
8a2a8ac666d7fff,5
8a2a8ad4b657fff,3
8a2a8ad4b66ffff,3
8a2a8ac63d8ffff,18
8a2a8ac622effff,18
8a2a8ac6530ffff,7
8a2a8a89361ffff,19
8a2a8a896757fff,3
8a2a8ac66a67fff,7
8a2a8ac6cb47fff,0
8a2a8ad5928ffff,-1
8a2a8ad59b77fff,3
8a2a8ac61157fff,-1
8a2a8ac610effff,13
8a2a8ac64767fff,7
8a2a8ad4a55ffff,8
8a2a8ac60a77fff,9
8a2a8ac642affff,-1
8a2a8ac66127fff,15
8a2a8ad484d7fff,7
8a2a8ac666b7fff,4
8a2a8ac602f7fff,6
8a2a8ad4a717fff,5
8a2a8ac652f7fff,-1
8a2a8ac6112ffff,6
8a2a8ad592c7fff,-1
8a2a8ad4b20ffff,29
8a2a8ad4adb7fff,3
8a2a8ad4adaffff,4
8a2a8a892657fff,0
8a2a8ad4ac1ffff,5
8a2a8ac63507fff,-1
8a2a8ad48737fff,7
8a2a8ad4b637fff,-1
8a2a8ac6c9affff,-1
8a2a8ac66b77fff,3
8a2a8ad4a04ffff,7
8a2a8ac6642ffff,3
8a2a8ac66817fff,-1
8a2a8ac61cdffff,6
8a2a8ac6cc6ffff,3
8a2a8ac63db7fff,-1
8a2a8ac6130ffff,4
8a2a8ad4a687fff,5
8a2a8ad4878ffff,7
8a2a8ac600b7fff,-1
8a2a8ac6c117fff,3
8a2a8ac6cadffff,-1
8a2a8ad5d247fff,3
8a2a8ad4a297fff,7
8a2a8a892a5ffff,3
8a2a8ac66907fff,5
8a2a8ad4ada7fff,3
8a2a8ac64827fff,21
8a2a8ad4aca7fff,4
8a2a8ac6426ffff,9
8a2a8ac60b1ffff,9
8a2a8ad4b397fff,7
8a2a8ac65407fff,9
8a2a8ac6c1affff,3
8a2a8a893637fff,0
8a2a8a8963a7fff,3
8a2a8ad4a067fff,-1
8a2a8ad484e7fff,7
8a2a8ad4a8dffff,5
8a2a8ac61507fff,6
8a2a8ac6c1b7fff,3
8a2a8ad4e207fff,3
8a2a8ac62a0ffff,5
8a2a8a893767fff,0
8a2a8ac644dffff,3
8a2a8ac60a47fff,9
8a2a8ac65817fff,-1
8a2a8ac61a0ffff,-1
8a2a8ad4b00ffff,-1
8a2a8ac6230ffff,-1
8a2a8ad596dffff,3
8a2a8ac6316ffff,13
8a2a8ac65707fff,9
8a2a8ad4acf7fff,4
8a2a8ad4a207fff,7
8a2a8ad5b337fff,3
8a2a8ad4a967fff,4
8a2a8ad4b2f7fff,-1
8a2a8ac60877fff,9
8a2a8a892c5ffff,-1
8a2a8ac66c5ffff,-1
8a2a8ac6cd97fff,-1
8a2a8ac6502ffff,-1
8a2a8a893457fff,0
8a2a8ad4a0e7fff,10
8a2a8ac65827fff,-1
8a2a8ac652dffff,9
8a2a8ac666a7fff,4
8a2a8ad4a907fff,2
8a2a8ad4b047fff,3
8a2a8ac64aa7fff,11
8a2a8ad4a377fff,3
8a2a8ad4aa87fff,21
8a2a8a8934e7fff,0
8a2a8ad4bc07fff,11
8a2a8a892db7fff,7
8a2a8ac662effff,14
8a2a8a89369ffff,0
8a2a8ac6cae7fff,-1
8a2a8ac60cdffff,-1
8a2a8ac6292ffff,4
8a2a8ac64787fff,4
8a2a8ac6c837fff,0
8a2a8ac6c387fff,-1
8a2a8ac60207fff,6
8a2a8ac62b37fff,4
8a2a8ac65b67fff,-1
8a2a8a89216ffff,-1
8a2a8ac63c1ffff,18
8a2a8ad592cffff,2
8a2a8ac66797fff,3
8a2a8a89669ffff,-1
8a2a8ad4bdb7fff,7
8a2a8ad4b187fff,3
8a2a8ac63517fff,18
8a2a8ac6232ffff,-1
8a2a8ad4b747fff,20
8a2a8a8929a7fff,7
8a2a8ad4ac07fff,5
8a2a8ac64447fff,15
8a2a8ac65767fff,9
8a2a8ad4b0b7fff,7
8a2a8ac614effff,13
8a2a8ad4b487fff,-1
8a2a8a892c2ffff,-1
8a2a8ac61ce7fff,9
8a2a8a89640ffff,7
8a2a8ac629affff,4
8a2a8ad4b237fff,29
8a2a8ac62187fff,5
8a2a8a892587fff,-1
8a2a8ac6dda7fff,-1
8a2a8ac6c0affff,3
8a2a8ad4a987fff,-1
8a2a8ac652c7fff,9
8a2a8ac66a4ffff,7
8a2a8ac6472ffff,26
8a2a8ad4a327fff,3
8a2a8ad4a01ffff,5
8a2a8ac63c9ffff,18
8a2a8ac61af7fff,0
8a2a8ac600affff,-1
8a2a8ac64287fff,31
8a2a8ac62b4ffff,14
8a2a8ac60b67fff,9
8a2a8a896517fff,7
8a2a8ac6060ffff,7
8a2a8a892187fff,-1
8a2a8a8921a7fff,27
8a2a8ac640f7fff,11
8a2a8ac66b67fff,3
8a2a8ac668effff,4
8a2a8a896677fff,3
8a2a8ad596b7fff,3
8a2a8ac64d4ffff,7
8a2a8ac60347fff,9
8a2a8ac6662ffff,-1
8a2a8ac66c4ffff,15
8a2a8ad59207fff,-1
8a2a8ac66227fff,5
8a2a8ac6c30ffff,3
8a2a8a892597fff,-1
8a2a8ac6555ffff,9
8a2a8ac6626ffff,-1
8a2a8ac615affff,6
8a2a8ac62a07fff,4
8a2a8ac64607fff,4
8a2a8ad4818ffff,7
8a2a8ac66cb7fff,3
8a2a8ac6571ffff,9
8a2a8a893597fff,0
8a2a8a893687fff,0
8a2a8ac61377fff,4
8a2a8ac651affff,9
8a2a8ac65d07fff,7
8a2a8ad4a957fff,4
8a2a8ac65937fff,23
8a2a8a89679ffff,-1
8a2a8ad4e2e7fff,3
8a2a8ac62a77fff,13
8a2a8ac6c0e7fff,3
8a2a8ad4a617fff,5
8a2a8ac64a47fff,23
8a2a8ad59b27fff,15
8a2a8ac6086ffff,9
8a2a8ac63c87fff,18
8a2a8ac6314ffff,5
8a2a8a8924b7fff,9
8a2a8ac6648ffff,3
8a2a8ad5b2d7fff,3
8a2a8a892797fff,0
8a2a8ac64367fff,-1
8a2a8ad4a25ffff,-1
8a2a8ad4b8a7fff,3
8a2a8ac6dd07fff,-1
8a2a8ac63b27fff,5
8a2a8a892157fff,7
8a2a8ad59b6ffff,8
8a2a8ac66c8ffff,3
8a2a8ac60327fff,9
8a2a8ad4acaffff,4
8a2a8ac66897fff,-1
8a2a8a892037fff,36
8a2a8ac6422ffff,7
8a2a8a8920effff,-1
8a2a8ac602b7fff,-1
8a2a8ac6c867fff,0
8a2a8ad596c7fff,3
8a2a8ac64907fff,7
8a2a8ac60047fff,6
8a2a8ac6cc67fff,7
8a2a8ac64c6ffff,-1
8a2a8ac63aaffff,13
8a2a8ac60b57fff,9
8a2a8ac6556ffff,9
8a2a8a8934a7fff,0
8a2a8ac60a17fff,9
8a2a8ad4bab7fff,3
8a2a8ac64a0ffff,23
8a2a8ac606d7fff,-1
8a2a8ac600cffff,6
8a2a8ad4e757fff,3
8a2a8ac6485ffff,11
8a2a8ac6411ffff,-1
8a2a8ac60a1ffff,9
8a2a8ad4a3a7fff,7
8a2a8ac6dd8ffff,-1
8a2a8ac611a7fff,9
8a2a8ad4e2c7fff,-1
8a2a8ac63a8ffff,13
8a2a8ac60997fff,7
8a2a8ac62807fff,4
8a2a8ac628effff,4
8a2a8a8930d7fff,0
8a2a8ad4b457fff,-1
8a2a8ac667a7fff,5
8a2a8ad4b61ffff,7
8a2a8a892327fff,7
8a2a8ad59a5ffff,5
8a2a8ac6cb37fff,0
8a2a8ac6c70ffff,0
8a2a8ac63127fff,5
8a2a8ac66917fff,5
8a2a8ac6cbaffff,0
8a2a8ac61687fff,3
8a2a8ac618c7fff,0
8a2a8ad59a27fff,3
8a2a8ac60d5ffff,-1
8a2a8ac65c5ffff,9
8a2a8a8962f7fff,3
8a2a8ac63b8ffff,13
8a2a8ac62027fff,4
8a2a8ac66aa7fff,15
8a2a8ad4b567fff,7
8a2a8a892137fff,7
8a2a8ad4b31ffff,7
8a2a8ad4b2d7fff,-1
8a2a8ac65327fff,7
8a2a8ac65647fff,9
8a2a8ad4a2e7fff,-1
8a2a8ad4bc37fff,11
8a2a8ac65c47fff,-1
8a2a8ad4849ffff,7
8a2a8ac601a7fff,-1
8a2a8a8966affff,3
8a2a8ad4ac77fff,5
8a2a8ad4b29ffff,-1
8a2a8ac60b97fff,9
8a2a8a892397fff,0
8a2a8ad596effff,3
8a2a8ad4b4b7fff,-1
8a2a8ac640dffff,-1
8a2a8ac639b7fff,24
8a2a8ac65d17fff,-1
8a2a8ac6ca4ffff,0
8a2a8ac63177fff,5
8a2a8a896437fff,7
8a2a8ac658f7fff,23
8a2a8ac66177fff,15
8a2a8ac6310ffff,4
8a2a8ad4ac87fff,4
8a2a8ac6c0effff,-1
8a2a8ad5975ffff,4
8a2a8ac6475ffff,-1
8a2a8ac6518ffff,9
8a2a8ac6409ffff,3
8a2a8ad4b347fff,11
8a2a8ac62137fff,5
8a2a8a8926affff,0
8a2a8ad4a0f7fff,5
8a2a8ac65d0ffff,7
8a2a8ad4ab97fff,-1
8a2a8ac6489ffff,34
8a2a8a8966a7fff,-1
8a2a8ac64327fff,7
8a2a8ac6c767fff,0
8a2a8ac6162ffff,4
8a2a8ac6381ffff,5
8a2a8ac631a7fff,18
8a2a8ad5b767fff,3
8a2a8ac65c0ffff,-1
8a2a8ac6694ffff,26
8a2a8ac66b97fff,3
8a2a8ac661b7fff,-1
8a2a8ad4a75ffff,4
8a2a8ad48cdffff,5
8a2a8ac62c0ffff,4
8a2a8ac6c147fff,7
8a2a8ac6482ffff,3
8a2a8a8966f7fff,3
8a2a8a892d87fff,-1
8a2a8ac65ccffff,9
8a2a8a89658ffff,7
8a2a8ac64d67fff,4
8a2a8ac63957fff,24
8a2a8ac6588ffff,-1
8a2a8ad4b777fff,-1
8a2a8a89205ffff,-1
8a2a8ac61987fff,9
8a2a8ac64a1ffff,-1
8a2a8ac62037fff,4
8a2a8a893587fff,0
8a2a8ac6caf7fff,-1
8a2a8a893517fff,3
8a2a8ac62d07fff,5
8a2a8ac63327fff,13
8a2a8a892b8ffff,22
8a2a8ac63b9ffff,13
8a2a8ac638e7fff,5
8a2a8ac64537fff,5
8a2a8a896637fff,3
8a2a8ac644cffff,3
8a2a8ac60b27fff,9
8a2a8ac6141ffff,-1
8a2a8a89665ffff,7
8a2a8ac6c3a7fff,16
8a2a8ad4a6f7fff,4
8a2a8ac628dffff,4
8a2a8ac64317fff,7
8a2a8ad4a2f7fff,-1
8a2a8ac6c877fff,0
8a2a8ac656b7fff,9
8a2a8ac60adffff,9
8a2a8ac6659ffff,3
8a2a8ac638cffff,13
8a2a8ac62a2ffff,4
8a2a8ac62b97fff,5
8a2a8ac65c77fff,-1
8a2a8ac6030ffff,6
8a2a8ad5b207fff,3
8a2a8ac61a5ffff,0
8a2a8ac6180ffff,0
8a2a8ac65b0ffff,7
8a2a8ac61517fff,6
8a2a8ad4e68ffff,3
8a2a8ac62957fff,14
8a2a8ac6059ffff,14
8a2a8ac60c2ffff,3
8a2a8ac66a17fff,3
8a2a8ad4bc87fff,-1
8a2a8ac604dffff,5
8a2a8a892ca7fff,-1
8a2a8ac60687fff,5
8a2a8ac64d97fff,4
8a2a8ac6450ffff,5
8a2a8ac64c57fff,-1
8a2a8a89348ffff,0
8a2a8ac6056ffff,-1
8a2a8ac65a37fff,7
8a2a8ac64687fff,7
8a2a8ac61b6ffff,0
8a2a8a89631ffff,-1
8a2a8ac64d77fff,5
8a2a8ac650affff,9
8a2a8ac66667fff,5
8a2a8ac61447fff,13
8a2a8ad4bc57fff,8
8a2a8a89359ffff,0
8a2a8a8966effff,7
8a2a8ac60b87fff,9
8a2a8ac6420ffff,7
8a2a8a896c9ffff,-1
8a2a8ad4b2effff,-1
8a2a8ac61a67fff,0
8a2a8ac66af7fff,-1
8a2a8ac6628ffff,4
8a2a8ac64cb7fff,4
8a2a8ac662a7fff,5
8a2a8ac61407fff,-1
8a2a8a892957fff,3
8a2a8ac61697fff,3
8a2a8ad59a47fff,5
8a2a8ac60c6ffff,32
8a2a8ac62117fff,5
8a2a8ad4a827fff,-1
8a2a8ac6445ffff,3
8a2a8ac64797fff,3
8a2a8ac6066ffff,24
8a2a8ac6565ffff,9
8a2a8ac60177fff,9
8a2a8ad4a08ffff,1
8a2a8ac63a2ffff,5
8a2a8ac61ad7fff,-1
8a2a8ad4bd47fff,8
8a2a8ac63cb7fff,18
8a2a8ac66547fff,-1
8a2a8ac61a4ffff,0
8a2a8ac6c0d7fff,3
8a2a8ac66ab7fff,15
8a2a8ac6c8affff,0
8a2a8a8926e7fff,0
8a2a8a89372ffff,0
8a2a8ac64717fff,5
8a2a8ad4a317fff,3
8a2a8ac6174ffff,-1
8a2a8a892c6ffff,7
8a2a8a89250ffff,-1
8a2a8ac6c957fff,0
8a2a8ac63adffff,-1
8a2a8a8962e7fff,3
8a2a8ac6089ffff,32
8a2a8ac6640ffff,-1
8a2a8ac66b47fff,3
8a2a8ac65167fff,-1
8a2a8a89221ffff,7
8a2a8a89362ffff,0
8a2a8ad4b70ffff,35
8a2a8ad4b377fff,11
8a2a8a893417fff,0
8a2a8ad4b9a7fff,3
8a2a8ad4a4dffff,8
8a2a8ac63d97fff,-1
8a2a8ac66b6ffff,3
8a2a8ac6171ffff,14
8a2a8ac611affff,9
8a2a8ac65537fff,9
8a2a8ad4a6c7fff,-1
8a2a8ac64487fff,5
8a2a8ac6c847fff,0
8a2a8ac65d6ffff,-1
8a2a8ac6090ffff,-1
8a2a8ad4a167fff,5
8a2a8ac6681ffff,-1
8a2a8ad59a07fff,3
8a2a8ac6156ffff,4
8a2a8ad5b267fff,3
8a2a8a8967affff,-1
8a2a8ac63937fff,24
8a2a8ad4b24ffff,7
8a2a8ac66cdffff,3
8a2a8ad4a337fff,3
8a2a8ad5b28ffff,3
8a2a8ac642dffff,31
8a2a8ac64a57fff,-1
8a2a8ad4a10ffff,5
8a2a8ac6c8f7fff,-1
8a2a8a892a1ffff,7
8a2a8ac601affff,-1
8a2a8ac606cffff,24
8a2a8ac62c67fff,5
8a2a8ac66017fff,15
8a2a8ac602dffff,-1
8a2a8ac60987fff,9
8a2a8ac630c7fff,3
8a2a8ac65a07fff,7
8a2a8ac6452ffff,5
8a2a8ac61a27fff,0
8a2a8ad59b2ffff,3
8a2a8ac658effff,-1
8a2a8ac6ddb7fff,-1
8a2a8a8920c7fff,-1
8a2a8a89341ffff,0
8a2a8ad4aae7fff,3
8a2a8ad5b25ffff,3
8a2a8ac640d7fff,8
8a2a8a892a87fff,-1
8a2a8ac66307fff,25
8a2a8ac606effff,24
8a2a8ad59ab7fff,4
8a2a8ad486a7fff,7
8a2a8a896587fff,7
8a2a8ac61d77fff,9
8a2a8ac63b2ffff,13
8a2a8ad4a237fff,7
8a2a8a892ab7fff,-1
8a2a8ac60467fff,14
8a2a8ad4a09ffff,4
8a2a8ac6186ffff,0
8a2a8ac617b7fff,13
8a2a8ac607b7fff,5
8a2a8ac6c8b7fff,0
8a2a8ac62a27fff,4
8a2a8ad4b79ffff,23
8a2a8ac6dd87fff,-1
8a2a8ac61d87fff,9
8a2a8ac65c57fff,-1
8a2a8ac64227fff,7
8a2a8ad4ad8ffff,4
8a2a8ac652d7fff,9
8a2a8ac63a17fff,13
8a2a8a892c8ffff,-1
8a2a8ac654b7fff,9
8a2a8a893437fff,0
8a2a8ac61147fff,0
8a2a8a892d0ffff,7
8a2a8ad4bccffff,7
8a2a8a89645ffff,-1
8a2a8ad4ab77fff,7
8a2a8ac66217fff,-1
8a2a8ac64d37fff,5
8a2a8a89368ffff,0
8a2a8ac640a7fff,-1
8a2a8a893557fff,0
8a2a8ac6c817fff,0
8a2a8a892177fff,-1
8a2a8a8927a7fff,0
8a2a8ac620a7fff,4
8a2a8ac6ca97fff,16
8a2a8ac60b07fff,9
8a2a8ad4a31ffff,3
8a2a8ac6c90ffff,0
8a2a8a89354ffff,0
8a2a8a896697fff,7
8a2a8ac6388ffff,13
8a2a8ac6501ffff,9
8a2a8ac6668ffff,5
8a2a8ad4a077fff,10
8a2a8ac654dffff,9
8a2a8ad596d7fff,3
8a2a8ac65da7fff,-1
8a2a8ad4ac0ffff,5
8a2a8ac6218ffff,4
8a2a8ac62ceffff,-1
8a2a8ad4b257fff,7
8a2a8ac6432ffff,7
8a2a8ad5b3affff,3
8a2a8ad4bd8ffff,7
8a2a8ac60867fff,9
8a2a8ad4b287fff,3
8a2a8ac66a1ffff,-1
8a2a8ac6c76ffff,0
8a2a8a892c67fff,-1
8a2a8ac616f7fff,4
8a2a8ac6176ffff,13
8a2a8ac61a97fff,0
8a2a8ad4b137fff,8
8a2a8ad59a57fff,5
8a2a8ac66ce7fff,-1
8a2a8ac64127fff,11
8a2a8ac64b1ffff,11
8a2a8a8962b7fff,3
8a2a8ad484dffff,7
8a2a8ac608c7fff,9
8a2a8ac63b6ffff,5
8a2a8ad4b5b7fff,11
8a2a8a896627fff,3
8a2a8ac60d37fff,7
8a2a8ac602d7fff,-1
8a2a8ac614dffff,13
8a2a8ac61057fff,13
8a2a8ac60b47fff,9
8a2a8ac65a47fff,-1
8a2a8ac64427fff,5
8a2a8a893747fff,0
8a2a8a896427fff,7
8a2a8ac6c2a7fff,-1
8a2a8ad4a4e7fff,8
8a2a8ac631b7fff,18
8a2a8ac621b7fff,-1
8a2a8ac656a7fff,9
8a2a8ac6c12ffff,3
8a2a8ad4b627fff,-1
8a2a8ad4844ffff,7
8a2a8ad486f7fff,3
8a2a8ac6082ffff,9
8a2a8ac60907fff,-1
8a2a8ad4bdaffff,7
8a2a8a896307fff,3
8a2a8ad4e6a7fff,3
8a2a8ac648b7fff,21
8a2a8ad4aa2ffff,7
8a2a8ad4b7b7fff,-1
8a2a8ad4e747fff,3
8a2a8ad4e607fff,3
8a2a8ac6474ffff,-1
8a2a8ac66877fff,4
8a2a8ad5b39ffff,3
8a2a8ad4b50ffff,-1
8a2a8ad4a32ffff,3
8a2a8ac66267fff,5
8a2a8ac65217fff,-1
8a2a8ad4b617fff,21
8a2a8ad4b2cffff,29
8a2a8a8966b7fff,7
8a2a8ac614d7fff,5
8a2a8ac6298ffff,4
8a2a8ad4a0effff,15
8a2a8ac61717fff,13
8a2a8ac668d7fff,4
8a2a8ac64b2ffff,-1
8a2a8ad4855ffff,7
8a2a8a89202ffff,-1
8a2a8ad59697fff,3
8a2a8ad484f7fff,7
8a2a8ad48587fff,4
8a2a8ac65127fff,23
8a2a8ad4a51ffff,3
8a2a8ac66707fff,5
8a2a8a8936f7fff,19
8a2a8ac6035ffff,6
8a2a8ac64c37fff,-1
8a2a8a892067fff,7
8a2a8ac63bb7fff,13
8a2a8ac60807fff,9
8a2a8ac64c9ffff,4
8a2a8ad4ab07fff,7
8a2a8ac63c77fff,18
8a2a8ac61097fff,13
8a2a8ad4ad07fff,3
8a2a8ac607a7fff,5
8a2a8ac62827fff,5
8a2a8ac6235ffff,-1
8a2a8a8920dffff,0
8a2a8ac656dffff,9
8a2a8ac61187fff,-1
8a2a8a89301ffff,3
8a2a8ac64627fff,5
8a2a8ac65947fff,11
8a2a8ac65977fff,-1
8a2a8ac654c7fff,-1
8a2a8a892aaffff,22
8a2a8ac6690ffff,5
8a2a8ac64887fff,21
8a2a8a89069ffff,3
8a2a8ac6632ffff,25
8a2a8ac6524ffff,3
8a2a8ac652e7fff,-1
8a2a8ad4b6effff,20
8a2a8a89342ffff,0
8a2a8ad4a347fff,-1
8a2a8ad5924ffff,5
8a2a8ac6dd27fff,0
8a2a8ac60747fff,-1
8a2a8ac64577fff,-1
8a2a8ac63967fff,6
8a2a8ad4b18ffff,3
8a2a8ac6428ffff,31
8a2a8ad4a107fff,5
8a2a8ad4a76ffff,7
8a2a8ac60387fff,6
8a2a8ad4b0f7fff,-1
8a2a8ac66437fff,3
8a2a8ad4852ffff,5
8a2a8a8966c7fff,7
8a2a8ac628a7fff,4
8a2a8a892847fff,3
8a2a8ac6470ffff,26
8a2a8a8964affff,3
8a2a8ac63927fff,24
8a2a8a893427fff,3
8a2a8ad4a0affff,5
8a2a8ac61597fff,-1
8a2a8a8966e7fff,20
8a2a8ac6646ffff,4
8a2a8a8905b7fff,3
8a2a8ac63b5ffff,4
8a2a8ad4bc9ffff,7
8a2a8ad4a257fff,-1
8a2a8ac6018ffff,-1
8a2a8ac61baffff,0
8a2a8ad4b10ffff,3
8a2a8ad4b30ffff,-1
8a2a8a8924dffff,0
8a2a8ac61907fff,9
8a2a8ad4bd9ffff,7
8a2a8ad4b59ffff,11
8a2a8ad4e61ffff,3
8a2a8ad593a7fff,-1
8a2a8ac61437fff,6
8a2a8ac6615ffff,15
8a2a8ad5b217fff,3
8a2a8ac6548ffff,9
8a2a8ad5b357fff,3
8a2a8ac66377fff,4
8a2a8ac6065ffff,24
8a2a8ad4ab4ffff,-1
8a2a8ac6c337fff,0
8a2a8ad4ad2ffff,3
8a2a8ac662b7fff,5
8a2a8ac6cb0ffff,0
8a2a8ac60297fff,24
8a2a8ac60aeffff,-1
8a2a8ad5b38ffff,3
8a2a8ac65547fff,9
8a2a8ad4a49ffff,15
8a2a8ac62caffff,5
8a2a8ac623a7fff,5
8a2a8ac61397fff,5
8a2a8a892867fff,3
8a2a8ac62967fff,-1
8a2a8a8934b7fff,0
8a2a8ad4a28ffff,7
8a2a8ac644d7fff,4
8a2a8ad4e2cffff,4
8a2a8ac63d4ffff,3
8a2a8ac6590ffff,-1
8a2a8a89215ffff,7
8a2a8ac65557fff,9
8a2a8ac65ad7fff,7
8a2a8ad4e6f7fff,3
8a2a8ac644effff,3
8a2a8ac61347fff,3
8a2a8ac6c96ffff,0
8a2a8ac66a9ffff,15
8a2a8ad4b3b7fff,7
8a2a8ac65387fff,-1
8a2a8ac65187fff,9
8a2a8ac6ccc7fff,17
8a2a8ac602affff,6
8a2a8a89246ffff,-1
8a2a8a892cf7fff,-1
8a2a8ad59387fff,4
8a2a8a89279ffff,0
8a2a8ad4b0cffff,-1
8a2a8ac616e7fff,4
8a2a8ac6cb2ffff,0
8a2a8ac62937fff,4
8a2a8ac64d27fff,4
8a2a8ac65577fff,9
8a2a8ac65a17fff,7
8a2a8ac6538ffff,-1
8a2a8ac65717fff,9
8a2a8ac62927fff,4
8a2a8ad5da5ffff,3
8a2a8a892837fff,22
8a2a8ad4b537fff,-1
8a2a8ac6606ffff,15
8a2a8a892467fff,7
8a2a8ac60c97fff,3
8a2a8ac6085ffff,9
8a2a8ad4a8affff,30
8a2a8a892c1ffff,-1
8a2a8ac64db7fff,4
8a2a8ac60ceffff,3
8a2a8ac64597fff,2
8a2a8ac6cb6ffff,0
8a2a8ac6c947fff,0
8a2a8ac63c27fff,-1
8a2a8ad4a227fff,3
8a2a8ac60187fff,-1
8a2a8a892197fff,-1
8a2a8ac609affff,9
8a2a8ac61617fff,3
8a2a8a8936c7fff,-1
8a2a8ac66657fff,5
8a2a8ac614cffff,13
8a2a8ac63b47fff,13
8a2a8ac6019ffff,-1
8a2a8ac6695ffff,2
8a2a8ac6441ffff,5
8a2a8ac65c07fff,-1
8a2a8ad4a81ffff,-1
8a2a8ac61677fff,3
8a2a8ac6cd9ffff,-1
8a2a8ac60db7fff,3
8a2a8a892637fff,0
8a2a8ac65b97fff,-1
8a2a8ac65a0ffff,7
8a2a8ac6406ffff,-1
8a2a8ac63017fff,-1
8a2a8ac60927fff,-1
8a2a8ac6099ffff,-1
8a2a8a8935b7fff,16
8a2a8ad5b307fff,3
8a2a8ad4b4e7fff,-1
8a2a8ac75b0ffff,3
8a2a8ac60397fff,6
8a2a8ac64147fff,11
8a2a8ac6576ffff,9
8a2a8ac662c7fff,-1
8a2a8ac6c72ffff,-1
8a2a8ac6495ffff,7
8a2a8ac6558ffff,9
8a2a8ac75b67fff,3
8a2a8ad4b72ffff,35
8a2a8ac614b7fff,5
8a2a8a893777fff,0
8a2a8a892687fff,0
8a2a8ac66117fff,15
8a2a8ad4a82ffff,-1
